"Displacements:0","Displacements:1","Displacements:2","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Stress/Strain:13","Stress/Strain:14","Stress/Strain:15","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.064453,0.019401,0.94975,-0.98578,-1.6334,-1.7355,0.020392,0,0,0.97465,0.13273,0,0.05302,0,0,0.86494,0.002458,0,0.86503,-0.98514,-1.6341,-1.7355,1.8017,-1.4516,0.70514,0.016757,0.06,0.52,0
0.08314,0.019951,0.93221,-1.0141,-1.5411,-1.6987,0.0096647,0,0,0.8901,0.20497,0,0.025128,0,0,0.89024,0.0067731,0,0.89037,-1.0139,-1.5413,-1.6987,1.0502,-1.418,0.62128,0.0096998,0.08,0.52,0
0.10006,0.01995,0.91414,-1.0437,-1.4451,-1.6608,-0.005879,0,0,0.80221,0.28037,0,-0.015286,0,0,0.91614,0.0098674,0,0.91629,-1.0436,-1.4452,-1.6608,-0.83891,-1.3832,0.54252,0.0040522,0.1,0.52,0
0.11523,0.019352,0.89557,-1.0701,-1.3574,-1.6238,-0.017697,0,0,0.71985,0.34636,0,-0.046011,0,0,0.93947,0.0097013,0,0.93958,-1.069,-1.3584,-1.6238,-3.5114,-1.3504,0.48064,0.00042919,0.12,0.52,0
0.12885,0.018375,0.87656,-1.0902,-1.2863,-1.5895,-0.020939,0,0,0.64913,0.3942,0,-0.054441,0,0,0.95819,0.0058835,0,0.95824,-1.0879,-1.2885,-1.5895,-6.0273,-1.322,0.43724,-0.0014541,0.14,0.52,0
0.14119,0.017317,0.85724,-1.1033,-1.2335,-1.5583,-0.016715,0,0,0.59152,0.42219,0,-0.04346,0,0,0.97163,-0.00055545,0,0.97164,-1.1011,-1.2356,-1.5583,-7.1975,-1.2983,0.40691,-0.0022293,0.16,0.52,0
0.15251,0.016394,0.8377,-1.1101,-1.1953,-1.5293,-0.0084026,0,0,0.54496,0.43426,0,-0.021847,0,0,0.98006,-0.0084022,0,0.9801,-1.1093,-1.1961,-1.5293,-5.5819,-1.2782,0.38405,-0.0024159,0.18,0.52,0
0.16299,0.015713,0.81803,-1.1128,-1.1673,-1.5021,0.0012731,0,0,0.50609,0.43516,0,0.00331,0,0,0.98415,-0.016951,0,0.98428,-1.1127,-1.1674,-1.5021,1.3358,-1.2607,0.3651,-0.002312,0.2,0.52,0
0.17275,0.015307,0.79833,-1.1126,-1.1467,-1.4761,0.01112,0,0,0.47258,0.42821,0,0.028913,0,0,0.98434,-0.026073,0,0.98468,-1.1093,-1.1501,-1.4761,16.546,-1.2452,0.34825,-0.0020695,0.22,0.52,0
0.1819,0.01517,0.77866,-1.1101,-1.1328,-1.4515,0.020715,0,0,0.44384,0.41434,0,0.053859,0,0,0.9807,-0.035911,0,0.98135,-1.0979,-1.1451,-1.4515,30.643,-1.2315,0.33259,-0.0017618,0.24,0.52,0
0.19051,0.015279,0.7591,-1.1042,-1.1266,-1.4283,0.029901,0,0,0.4214,0.39228,0,0.077742,0,0,0.97275,-0.046781,0,0.97388,-1.0834,-1.1473,-1.4283,34.735,-1.2197,0.3178,-0.0014268,0.26,0.52,0
0.19875,0.015598,0.73975,-1.0932,-1.1313,-1.4071,0.038573,0,0,0.40809,0.35856,0,0.10029,0,0,0.95965,-0.059121,0,0.96149,-1.0692,-1.1552,-1.4071,31.858,-1.2105,0.30413,-0.0010644,0.28,0.52,0
0.20683,0.016085,0.72072,-1.076,-1.1505,-1.3887,0.046791,0,0,0.40644,0.30959,0,0.12166,0,0,0.94064,-0.073408,0,0.94354,-1.0535,-1.1731,-1.3887,25.739,-1.2051,0.29423,-0.00061742,0.3,0.52,0
0.21501,0.016709,0.70212,-1.0545,-1.1849,-1.374,0.055293,0,0,0.4153,0.24571,0,0.14376,0,0,0.91597,-0.090111,0,0.92047,-1.0342,-1.2052,-1.374,20.144,-1.2045,0.29423,1.5281e-05,0.32,0.52,0
0.22344,0.017482,0.68408,-1.0322,-1.2262,-1.3616,0.065859,0,0,0.42822,0.17605,0,0.17123,0,0,0.8877,-0.10983,0,0.89456,-1.0119,-1.2464,-1.3616,17.089,-1.2066,0.30862,0.00083176,0.34,0.52,0
0.23214,0.018495,0.66662,-1.0139,-1.2607,-1.349,0.081679,0,0,0.43564,0.11482,0,0.21237,0,0,0.85985,-0.13397,0,0.87026,-0.98928,-1.2852,-1.349,16.751,-1.2078,0.33244,0.0016556,0.36,0.52,0
0.24087,0.019979,0.64968,-1.0071,-1.2835,-1.3369,0.10563,0,0,0.42865,0.069421,0,0.27463,0,0,0.83738,-0.16634,0,0.85362,-0.97138,-1.3192,-1.3369,18.699,-1.2091,0.35699,0.0023173,0.38,0.52,0
0.24928,0.022161,0.63312,-1.0173,-1.2997,-1.3282,0.15986,0,0,0.40421,0.03705,0,0.41565,0,0,0.83762,-0.21715,0,0.86447,-0.94521,-1.3718,-1.3282,24.272,-1.2151,0.40657,0.0033183,0.4,0.52,0
0.25704,0.027305,0.61618,-0.94498,-1.0994,-1.0755,0.20804,0,0,0.19385,-0.074531,0,0.76267,0,0,0.74735,-0.25378,0,0.78938,-0.80003,-1.2444,-1.0755,35.099,-1.04,0.39284,0.0018288,0.42,0.52,0
0.25898,0.03611,0.59386,-0.97168,-0.96467,-1.0263,0.14496,0,0,0.094677,0.0017254,0,0.54089,0,0,0.81693,-0.13751,0,0.82882,-0.8015,-1.1348,-1.0263,43.918,-0.98755,0.30891,0.00093457,0.44,0.52,0
0.26083,0.039695,0.57261,-0.94993,-0.93297,-0.99433,0.08516,0,0,0.076963,0.0032027,0,0.32826,0,0,0.79478,-0.093759,0,0.80075,-0.82304,-1.0599,-0.99433,45.981,-0.95908,0.23077,0.00034518,0.46,0.52,0
0.26205,0.041607,0.55147,-0.94624,-0.90282,-0.96832,0.058493,0,0,0.038274,0.010043,0,0.22895,0,0,0.79395,-0.065281,0,0.79696,-0.81904,-1.03,-0.96832,48.544,-0.93913,0.20717,0.00032825,0.48,0.52,0
0.26236,0.042278,0.53027,-0.95212,-0.87468,-0.94574,0.039938,0,0,-0.011057,0.021372,0,0.15913,0,0,0.79843,-0.04598,0,0.79997,-0.81202,-1.0148,-0.94574,50.746,-0.92418,0.19691,0.00041176,0.5,0.52,0
0.26161,0.042125,0.50889,-0.96106,-0.84581,-0.92373,0.027721,0,0,-0.064712,0.035275,0,0.11251,0,0,0.80544,-0.033077,0,0.80626,-0.801,-1.0059,-0.92373,52.511,-0.9102,0.1975,0.00052238,0.52,0.52,0
0.25977,0.041431,0.48731,-0.97089,-0.81732,-0.90194,0.020108,0,0,-0.1195,0.049253,0,0.082952,0,0,0.81295,-0.024803,0,0.81343,-0.78831,-0.99989,-0.90194,54.862,-0.89672,0.20538,0.00060072,0.54,0.52,0
0.25683,0.040423,0.46553,-0.97997,-0.79019,-0.88019,0.015904,0,0,-0.17294,0.061163,0,0.066124,0,0,0.81977,-0.01967,0,0.82007,-0.77444,-0.99571,-0.88019,59.839,-0.88345,0.21864,0.00060948,0.56,0.52,0
0.25285,0.039262,0.44359,-0.98742,-0.76487,-0.85838,0.013817,0,0,-0.22368,0.06994,0,0.057381,0,0,0.82534,-0.016463,0,0.82554,-0.75796,-0.99433,-0.85838,69.605,-0.87022,0.23544,0.00053206,0.58,0.52,0
0.24788,0.03805,0.42151,-0.99299,-0.74119,-0.83639,0.012841,0,0,-0.27144,0.07559,0,0.053001,0,0,0.82958,-0.014339,0,0.82973,-0.73796,-0.99622,-0.83639,78.137,-0.85686,0.25394,0.0003695,0.6,0.52,0
0.24199,0.036841,0.39934,-0.99686,-0.71881,-0.81421,0.012308,0,0,-0.3166,0.078616,0,0.05048,0,0,0.83266,-0.01279,0,0.83278,-0.71688,-0.99879,-0.81421,82.232,-0.84329,0.27288,0.00012918,0.62,0.52,0
0.23522,0.035658,0.37711,-0.9994,-0.69737,-0.79186,0.011878,0,0,-0.35974,0.079624,0,0.048472,0,0,0.8348,-0.011535,0,0.83489,-0.69604,-1.0007,-0.79186,84.292,-0.82954,0.29174,-0.00018145,0.64,0.52,0
0.2276,0.034512,0.35482,-1.0009,-0.67666,-0.76939,0.011392,0,0,-0.40134,0.079095,0,0.046319,0,0,0.83618,-0.010415,0,0.83626,-0.67568,-1.0019,-0.76939,85.531,-0.81566,0.31031,-0.00055735,0.66,0.52,0
0.21917,0.033403,0.33251,-1.0017,-0.65651,-0.74684,0.010778,0,0,-0.44174,0.077369,0,0.04371,0,0,0.83697,-0.0093366,0,0.83703,-0.65577,-1.0024,-0.74684,86.392,-0.80168,0.32858,-0.00099497,0.68,0.52,0
0.20993,0.03233,0.31018,-1.0018,-0.63684,-0.72423,0.0099975,0,0,-0.48113,0.07467,0,0.040465,0,0,0.83724,-0.0082385,0,0.83728,-0.63628,-1.0024,-0.72423,87.058,-0.78763,0.34651,-0.0014913,0.7,0.52,0
0.19992,0.031289,0.28786,-1.0013,-0.61757,-0.70156,0.0090142,0,0,-0.5196,0.071138,0,0.036423,0,0,0.83703,-0.0070696,0,0.83706,-0.61716,-1.0017,-0.70156,87.62,-0.77349,0.36408,-0.0020431,0.72,0.52,0
0.18915,0.030275,0.26554,-1.0003,-0.59866,-0.67884,0.0077786,0,0,-0.55716,0.066848,0,0.031374,0,0,0.83634,-0.0057759,0,0.83636,-0.59839,-1.0006,-0.67884,88.13,-0.75926,0.38124,-0.0026461,0.74,0.52,0
0.17764,0.029281,0.24325,-0.9986,-0.5801,-0.65605,0.0062114,0,0,-0.59375,0.061839,0,0.024993,0,0,0.83512,-0.0042857,0,0.83513,-0.57994,-0.99875,-0.65605,88.625,-0.74491,0.3979,-0.0032947,0.76,0.52,0
0.1654,0.028298,0.221,-0.99623,-0.56187,-0.63318,0.0041838,0,0,-0.62928,0.056136,0,0.01677,0,0,0.83327,-0.0024905,0,0.83328,-0.5618,-0.99629,-0.63318,89.141,-0.73042,0.41398,-0.0039817,0.78,0.52,0
0.15246,0.027312,0.19881,-0.99312,-0.54396,-0.61023,0.0014889,0,0,-0.66368,0.049783,0,0.0058991,0,0,0.83064,-0.00021443,0,0.83064,-0.54395,-0.99313,-0.61023,89.718,-0.71577,0.42941,-0.0046992,0.8,0.52,0
0.13885,0.026304,0.1767,-0.98932,-0.52636,-0.58723,-0.0022007,0,0,-0.69695,0.042917,0,-0.0088662,0,0,0.82702,0.0028405,0,0.82703,-0.52634,-0.98933,-0.58723,-89.594,-0.70097,0.44426,-0.0054412,0.82,0.52,0
0.12459,0.025245,0.1547,-0.98509,-0.509,-0.56425,-0.0073791,0,0,-0.72945,0.035892,0,-0.029367,0,0,0.8222,0.0071995,0,0.82225,-0.50883,-0.98526,-0.56425,-88.733,-0.68611,0.45885,-0.0062117,0.84,0.52,0
0.10967,0.024099,0.13285,-0.98113,-0.49167,-0.54148,-0.014717,0,0,-0.76206,0.029526,0,-0.058018,0,0,0.81606,0.013825,0,0.81621,-0.49106,-0.98174,-0.54148,-87.637,-0.67143,0.47409,-0.0070387,0.86,0.52,0
0.094104,0.022834,0.11118,-0.97872,-0.47394,-0.51918,-0.025134,0,0,-0.79653,0.025194,0,-0.098054,0,0,0.80887,0.024476,0,0.80932,-0.4723,-0.98037,-0.51918,-86.254,-0.65728,0.49177,-0.0079961,0.88,0.52,0
0.077814,0.021429,0.08971,-0.98103,-0.45643,-0.49852,-0.039315,0,0,-0.83634,0.024588,0,-0.15177,0,0,0.8016,0.04255,0,0.80287,-0.45278,-0.98467,-0.49852,-84.636,-0.64533,0.51466,-0.0092445,0.9,0.52,0
0.06065,0.020008,0.068428,-0.99222,-0.43922,-0.48075,-0.062746,0,0,-0.88655,0.028493,0,-0.23703,0,0,0.80536,0.074985,0,0.80893,-0.43113,-1.0003,-0.48075,-82.417,-0.6374,0.5489,-0.011166,0.92,0.52,0
0.042352,0.018313,0.046758,-0.9025,-0.42214,-0.43246,-0.10229,0,0,-0.83978,0.002758,0,-0.3772,0,0,0.71913,0.17404,0,0.73978,-0.40092,-0.92373,-0.43246,-78.033,-0.5857,0.50806,-0.0079376,0.94,0.52,0
0.028562,0.018392,0.030697,-0.98878,-0.41921,-0.4531,-0.064264,0,0,-0.69639,0.044052,0,-0.16709,0,0,0.78691,0.10479,0,0.79288,-0.41205,-0.99594,-0.4531,-83.642,-0.62036,0.56449,-0.0090739,0.96,0.52,0
0.014496,0.018295,0.015281,-0.97343,-0.3895,-0.42416,-0.030735,0,0,-0.71405,0.045058,0,-0.07991,0,0,0.76743,0.044875,0,0.76845,-0.38789,-0.97504,-0.42416,-86.995,-0.5957,0.56988,-0.0093759,0.98,0.52,0
0,0.018212,0,-0.94957,-0.35715,-0.39202,-0.0015992,0,0,-0.72482,0.045327,0,-0.0041579,0,0,0.76408,3.4694e-18,0,0.76386,-0.35714,-0.94957,-0.39202,-89.845,-0.56624,0.57579,-0.0096829,1,0.52,0
0,0.018196,1,-0.95832,-1.8262,-1.8354,0.0092796,0,0,1.1401,0.011934,0,0.024127,0,0,0.81861,1.4155e-15,0,0.81859,-0.95822,-1.8263,-1.8354,0.61255,-1.5399,0.87262,0.034115,0,0.54,0
0.022803,0.018679,0.98363,-0.94374,-1.7831,-1.8017,0.023114,0,0,1.1153,0.024133,0,0.060096,0,0,0.82471,-0.012799,0,0.82482,-0.9431,-1.7838,-1.8017,1.5761,-1.5095,0.84976,0.031468,0.02,0.54,0
0.044613,0.020078,0.96701,-0.96145,-1.723,-1.7724,0.042951,0,0,1.0542,0.064142,0,0.11167,0,0,0.84182,-0.021956,0,0.84218,-0.95903,-1.7254,-1.7724,3.2178,-1.4856,0.7909,0.025107,0.04,0.54,0
0.064969,0.022119,0.94995,-0.98719,-1.631,-1.7354,0.052317,0,0,0.97269,0.13573,0,0.13602,0,0,0.86644,-0.02498,0,0.86693,-0.98297,-1.6352,-1.7354,4.6155,-1.4512,0.70769,0.01698,0.06,0.54,0
0.083521,0.024222,0.93235,-1.0165,-1.5213,-1.6937,0.0441,0,0,0.88036,0.2241,0,0.11466,0,0,0.89371,-0.02143,0,0.89408,-1.0127,-1.5251,-1.6937,4.9553,-1.4105,0.61434,0.0089549,0.08,0.54,0
0.10018,0.025726,0.91421,-1.0457,-1.4228,-1.6548,0.024076,0,0,0.79177,0.30153,0,0.062599,0,0,0.91912,-0.015227,0,0.91932,-1.0442,-1.4244,-1.6548,3.6383,-1.3744,0.53406,0.0032044,0.1,0.54,0
0.11519,0.026343,0.89559,-1.069,-1.3452,-1.6199,0.0043371,0,0,0.71611,0.35702,0,0.011277,0,0,0.94005,-0.010204,0,0.94015,-1.0689,-1.3453,-1.6199,0.89931,-1.3447,0.47712,3.1699e-05,0.12,0.54,0
0.12883,0.026213,0.8766,-1.0848,-1.2858,-1.5878,-0.0064602,0,0,0.65387,0.3926,0,-0.016797,0,0,0.95589,-0.0086863,0,0.95595,-1.0846,-1.286,-1.5878,-1.8392,-1.3195,0.43865,-0.0014623,0.14,0.54,0
0.14135,0.025654,0.85735,-1.0941,-1.2393,-1.5574,-0.0082471,0,0,0.60222,0.41349,0,-0.021442,0,0,0.96702,-0.010195,0,0.96708,-1.0937,-1.2398,-1.5574,-3.2409,-1.297,0.41064,-0.0020984,0.16,0.54,0
0.15292,0.024956,0.83792,-1.0996,-1.2037,-1.5289,-0.0040289,0,0,0.55813,0.42277,0,-0.010475,0,0,0.974,-0.013767,0,0.97409,-1.0994,-1.2039,-1.5289,-2.2125,-1.2774,0.38796,-0.0022823,0.18,0.54,0
0.16367,0.024296,0.81839,-1.1021,-1.1764,-1.5019,0.0031631,0,0,0.51981,0.4232,0,0.0082241,0,0,0.97717,-0.018601,0,0.97735,-1.1019,-1.1765,-1.5019,2.433,-1.2601,0.3684,-0.0022174,0.2,0.54,0
0.17371,0.023756,0.79884,-1.1023,-1.1557,-1.4762,0.011234,0,0,0.48612,0.41669,0,0.029207,0,0,0.9767,-0.024182,0,0.977,-1.1,-1.158,-1.4762,11.408,-1.2448,0.35084,-0.0020156,0.22,0.54,0
0.18312,0.023347,0.77933,-1.1002,-1.1411,-1.4517,0.018748,0,0,0.45698,0.40379,0,0.048744,0,0,0.97241,-0.030216,0,0.97288,-1.0929,-1.1484,-1.4517,21.251,-1.231,0.33453,-0.0017458,0.24,0.54,0
0.19199,0.02302,0.75994,-1.095,-1.1337,-1.4285,0.024397,0,0,0.43361,0.38334,0,0.063432,0,0,0.96371,-0.036517,0,0.96441,-1.0832,-1.1454,-1.4285,25.802,-1.219,0.31881,-0.0014526,0.26,0.54,0
0.20046,0.022671,0.74078,-1.0841,-1.1356,-1.4067,0.027048,0,0,0.41932,0.35243,0,0.070325,0,0,0.94945,-0.042973,0,0.95045,-1.0725,-1.1472,-1.4067,23.217,-1.2088,0.30379,-0.001152,0.28,0.54,0
0.20876,0.022184,0.72196,-1.0664,-1.1531,-1.3878,0.026814,0,0,0.41782,0.30516,0,0.069717,0,0,0.92834,-0.049834,0,0.92975,-1.0588,-1.1607,-1.3878,15.875,-1.2024,0.29174,-0.00077058,0.3,0.54,0
0.21717,0.021524,0.70364,-1.0421,-1.1897,-1.3732,0.028412,0,0,0.43039,0.23854,0,0.073872,0,0,0.89995,-0.059472,0,0.90204,-1.0368,-1.195,-1.3732,10.53,-1.2017,0.29146,-0.00013115,0.32,0.54,0
0.22598,0.020869,0.68596,-1.0153,-1.2396,-1.3625,0.038281,0,0,0.45125,0.15966,0,0.099529,0,0,0.86578,-0.075201,0,0.86921,-1.009,-1.246,-1.3625,9.4233,-1.2058,0.31199,0.00085895,0.34,0.54,0
0.23522,0.020591,0.66901,-0.98831,-1.2832,-1.3505,0.060576,0,0,0.47081,0.087437,0,0.1575,0,0,0.82877,-0.10077,0,0.83498,-0.97635,-1.2952,-1.3505,11.167,-1.2073,0.34976,0.0020136,0.36,0.54,0
0.24481,0.021011,0.65281,-0.96082,-1.3115,-1.3345,0.09476,0,0,0.4858,0.02991,0,0.24638,0,0,0.79052,-0.13802,0,0.80246,-0.93685,-1.3355,-1.3345,14.194,-1.2023,0.39814,0.0032413,0.38,0.54,0
0.25466,0.022498,0.63739,-0.89581,-1.3224,-1.3029,0.12973,0,0,0.52916,-0.025416,0,0.33729,0,0,0.72797,-0.19268,0,0.75252,-0.85945,-1.3588,-1.3029,15.654,-1.1737,0.47383,0.0052083,0.4,0.54,0
0.26598,0.023837,0.62369,-0.85564,-1.1605,-1.0726,0.14582,0,0,0.28111,-0.15229,0,0.54437,0,0,0.64992,-0.21419,0,0.68892,-0.78214,-1.234,-1.0726,27.029,-1.0296,0.40343,0.003582,0.42,0.54,0
0.2659,0.029838,0.5991,-0.81468,-0.92323,-0.82092,0.10654,0,0,0.01622,-0.266,0,0.55402,0,0,0.59247,-0.11453,0,0.60349,-0.74939,-0.98853,-0.82092,31.503,-0.85295,0.2126,-0.00031176,0.44,0.54,0
0.26663,0.03357,0.5763,-0.78402,-0.90135,-0.79376,0.078764,0,0,0.025313,-0.27973,0,0.40957,0,0,0.56169,-0.085987,0,0.56817,-0.74448,-0.94089,-0.79376,26.661,-0.82638,0.177,-0.00021211,0.46,0.54,0
0.26691,0.035598,0.55416,-0.7748,-0.88096,-0.77381,0.058503,0,0,-0.0025853,-0.2786,0,0.30421,0,0,0.55062,-0.064983,0,0.55439,-0.74889,-0.90688,-0.77381,23.891,-0.80986,0.14712,-0.00014785,0.48,0.54,0
0.26652,0.036597,0.53225,-0.7702,-0.85741,-0.75441,0.044261,0,0,-0.041063,-0.26781,0,0.23016,0,0,0.54728,-0.049408,0,0.54948,-0.75167,-0.87594,-0.75441,22.714,-0.79401,0.12292,-9.5232e-05,0.5,0.54,0
0.26527,0.036844,0.51038,-0.76873,-0.83255,-0.73557,0.033807,0,0,-0.086204,-0.25214,0,0.1758,0,0,0.54742,-0.038009,0,0.54873,-0.75415,-0.84713,-0.73557,23.326,-0.77895,0.10353,-5.0854e-05,0.52,0.54,0
0.26307,0.03657,0.48845,-0.76864,-0.80724,-0.71699,0.026488,0,0,-0.13429,-0.23464,0,0.13774,0,0,0.54914,-0.029827,0,0.54995,-0.75517,-0.82071,-0.71699,26.963,-0.76429,0.090861,-1.6879e-05,0.54,0.54,0
0.2599,0.035955,0.46644,-0.76899,-0.78231,-0.69861,0.021584,0,0,-0.18299,-0.21761,0,0.11224,0,0,0.55139,-0.024038,0,0.55191,-0.75306,-0.79824,-0.69861,36.429,-0.74997,0.086403,5.3135e-06,0.56,0.54,0
0.25575,0.035133,0.44434,-0.76919,-0.75826,-0.68041,0.018415,0,0,-0.23083,-0.20242,0,0.095759,0,0,0.55359,-0.019932,0,0.55395,-0.74452,-0.78293,-0.68041,53.261,-0.73595,0.089715,1.5496e-05,0.58,0.54,0
0.25067,0.034197,0.42216,-0.76893,-0.73526,-0.66233,0.016355,0,0,-0.27714,-0.1896,0,0.085045,0,0,0.55548,-0.016945,0,0.55573,-0.72862,-0.77556,-0.66233,67.915,-0.72217,0.098535,1.4282e-05,0.6,0.54,0
0.24467,0.033208,0.39991,-0.76814,-0.71323,-0.64436,0.014924,0,0,-0.32181,-0.17905,0,0.077605,0,0,0.55697,-0.014667,0,0.55717,-0.70944,-0.77193,-0.64436,75.736,-0.70858,0.11048,2.4222e-06,0.62,0.54,0
0.23779,0.032201,0.3776,-0.76685,-0.69203,-0.62646,0.013796,0,0,-0.36501,-0.17046,0,0.071739,0,0,0.55808,-0.01282,0,0.55823,-0.68956,-0.76931,-0.62646,79.879,-0.69511,0.12399,-1.9604e-05,0.64,0.54,0
0.23007,0.031195,0.35526,-0.76515,-0.67149,-0.60862,0.012768,0,0,-0.40698,-0.16346,0,0.066395,0,0,0.55885,-0.011221,0,0.55896,-0.66978,-0.76686,-0.60862,82.375,-0.68175,0.13821,-5.1678e-05,0.66,0.54,0
0.22151,0.030198,0.33289,-0.76312,-0.65149,-0.59083,0.011716,0,0,-0.44796,-0.15772,0,0.060922,0,0,0.55932,-0.0097415,0,0.5594,-0.65028,-0.76434,-0.59083,84.073,-0.66848,0.15272,-9.3955e-05,0.68,0.54,0
0.21215,0.029215,0.31051,-0.76082,-0.63194,-0.57308,0.010554,0,0,-0.48811,-0.15302,0,0.054881,0,0,0.55952,-0.0082872,0,0.55958,-0.63108,-0.76168,-0.57308,85.349,-0.65528,0.16731,-0.00014675,0.7,0.54,0
0.20199,0.028244,0.28813,-0.75829,-0.61276,-0.55538,0.0092132,0,0,-0.52757,-0.14918,0,0.047909,0,0,0.55949,-0.006777,0,0.55953,-0.61218,-0.75887,-0.55538,86.392,-0.64214,0.18187,-0.00021044,0.72,0.54,0
0.19105,0.027284,0.26575,-0.75557,-0.59389,-0.53772,0.00762,0,0,-0.56642,-0.14605,0,0.039624,0,0,0.55921,-0.0051277,0,0.55924,-0.59353,-0.75593,-0.53772,87.308,-0.62906,0.19635,-0.00028546,0.74,0.54,0
0.17933,0.026329,0.24339,-0.75269,-0.57529,-0.52009,0.0056836,0,0,-0.60475,-0.14352,0,0.029555,0,0,0.5587,-0.0032392,0,0.55871,-0.57511,-0.75287,-0.52009,88.167,-0.61602,0.21073,-0.00037242,0.76,0.54,0
0.16686,0.025372,0.22106,-0.7497,-0.5569,-0.50251,0.0032826,0,0,-0.6427,-0.14142,0,0.01707,0,0,0.55793,-0.00097544,0,0.55793,-0.55685,-0.74976,-0.50251,89.025,-0.60304,0.22505,-0.00047238,0.78,0.54,0
0.15362,0.024402,0.19876,-0.74674,-0.53866,-0.485,0.00025231,0,0,-0.68052,-0.13952,0,0.001312,0,0,0.55691,0.0018626,0,0.55691,-0.53866,-0.74674,-0.485,89.93,-0.59013,0.23946,-0.0005876,0.8,0.54,0
0.13964,0.023406,0.17651,-0.74403,-0.52043,-0.46759,-0.0036226,0,0,-0.71874,-0.13739,0,-0.018837,0,0,0.55566,0.0055788,0,0.55569,-0.52038,-0.74409,-0.46759,-89.072,-0.57735,0.25425,-0.000723,0.82,0.54,0
0.12487,0.02237,0.15431,-0.74206,-0.50201,-0.45038,-0.008594,0,0,-0.75838,-0.13426,0,-0.044689,0,0,0.55434,0.010648,0,0.55443,-0.50171,-0.74237,-0.45038,-87.952,-0.56482,0.27001,-0.00088909,0.84,0.54,0
0.1093,0.021281,0.13216,-0.74171,-0.48309,-0.43352,-0.014913,0,0,-0.80129,-0.12889,0,-0.077547,0,0,0.55335,0.017817,0,0.55362,-0.48223,-0.74257,-0.43352,-86.711,-0.55277,0.2878,-0.001107,0.86,0.54,0
0.092823,0.020145,0.11004,-0.74472,-0.46337,-0.41745,-0.022653,0,0,-0.85092,-0.1194,0,-0.11779,0,0,0.5538,0.028253,0,0.55449,-0.46155,-0.74653,-0.41745,-85.426,-0.54185,0.3094,-0.0014175,0.88,0.54,0
0.075263,0.019019,0.087855,-0.75423,-0.44275,-0.40302,-0.031918,0,0,-0.91314,-0.1033,0,-0.16598,0,0,0.55893,0.04377,0,0.56059,-0.43951,-0.75747,-0.40302,-84.209,-0.53333,0.33768,-0.0018999,0.9,0.54,0
0.056297,0.017967,0.065323,-0.77961,-0.42441,-0.39387,-0.040894,0,0,-1.0029,-0.079406,0,-0.21265,0,0,0.58024,0.067417,0,0.58408,-0.41976,-0.78426,-0.39387,-83.517,-0.53263,0.37811,-0.0027325,0.92,0.54,0
0.035146,0.017461,0.041436,-0.7995,-0.42212,-0.39756,-0.061171,0,0,-0.78691,-0.042569,0,-0.22544,0,0,0.62281,0.14248,0,0.64188,-0.41212,-0.80951,-0.39756,-80.993,-0.53973,0.40489,-0.0033935,0.94,0.54,0
0.024821,0.018559,0.028467,-0.83564,-0.42588,-0.40692,-0.047433,0,0,-0.55733,-0.02464,0,-0.12333,0,0,0.67797,0.10193,0,0.68475,-0.42046,-0.84106,-0.40692,-83.482,-0.55615,0.42753,-0.0039999,0.96,0.54,0
0.012853,0.018592,0.014317,-0.87773,-0.40922,-0.4004,-0.027297,0,0,-0.62053,-0.011463,0,-0.070973,0,0,0.71168,0.045292,0,0.71282,-0.40763,-0.87931,-0.4004,-86.677,-0.56245,0.47534,-0.0055118,0.98,0.54,0
0,0.018579,0,-0.86939,-0.38077,-0.37505,-0.0002508,0,0,-0.64264,-0.0074395,0,-0.00065208,0,0,0.71585,5.2042e-18,0,0.71561,-0.38077,-0.86939,-0.37505,-89.971,-0.54173,0.4915,-0.0060955,1,0.54,0
0,0.018204,1,-0.95389,-1.8505,-1.8413,0.01406,0,0,1.1537,-0.011974,0,0.036555,0,0,0.79932,2.3055e-15,0,0.79924,-0.95367,-1.8508,-1.8413,0.8981,-1.5486,0.89241,0.036489,0,0.56,0
0.023074,0.018935,0.98401,-0.94142,-1.8128,-1.8103,0.032534,0,0,1.1295,-0.0032466,0,0.084588,0,0,0.80784,-0.026935,0,0.80825,-0.94021,-1.814,-1.8103,2.1353,-1.5215,0.87192,0.034043,0.02,0.56,0
0.04518,0.021179,0.96769,-0.96129,-1.7531,-1.782,0.067933,0,0,1.0669,0.037582,0,0.17663,0,0,0.8316,-0.051666,0,0.83335,-0.95551,-1.7589,-1.782,4.8683,-1.4988,0.81518,0.027746,0.04,0.56,0
0.06575,0.02483,0.95075,-0.99145,-1.6403,-1.7403,0.090069,0,0,0.97347,0.12997,0,0.23418,0,0,0.86546,-0.059892,0,0.86776,-0.97917,-1.6526,-1.7403,7.758,-1.4573,0.72125,0.018313,0.06,0.56,0
