"Displacements:0","Displacements:1","Displacements:2","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Stress/Strain:13","Stress/Strain:14","Stress/Strain:15","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.18364,0.023036,0.69041,-0.8343,-0.92895,-0.87418,0.012445,0,0,0.1037,-0.14241,0,0.064716,0,0,0.62159,-0.019419,0,0.6219,-0.83269,-0.93056,-0.87418,7.3663,-0.87914,0.085089,-8.2206e-06,0.3,0.26,0
0.18507,0.023118,0.66541,-0.8398,-0.8993,-0.85444,0.014362,0,0,0.038047,-0.11665,0,0.074682,0,0,0.62865,-0.021031,0,0.62901,-0.83652,-0.90259,-0.85444,12.884,-0.86451,0.059182,-7.4483e-06,0.32,0.26,0
0.18516,0.02326,0.64012,-0.85287,-1.1243,-1.0733,0.017998,0,0,0.28761,-0.08854,0,0.068396,0,0,0.63752,-0.035199,0,0.63862,-0.84924,-1.128,-1.0733,11.815,-1.0168,0.2616,0.0026062,0.34,0.26,0
0.19658,0.022683,0.62726,-0.86668,-1.3547,-1.2937,0.024892,0,0,0.5551,-0.079335,0,0.064718,0,0,0.64901,-0.050774,0,0.65102,-0.86541,-1.356,-1.2937,2.9123,-1.1717,0.46257,0.004774,0.36,0.26,0
0.20737,0.022324,0.61416,-0.87045,-1.3293,-1.2741,0.032653,0,0,0.52472,-0.071784,0,0.084896,0,0,0.66007,-0.056514,0,0.66249,-0.86814,-1.3316,-1.2741,4.0501,-1.1579,0.43756,0.0040529,0.38,0.26,0
0.21757,0.022146,0.60086,-0.87185,-1.305,-1.2539,0.040296,0,0,0.49669,-0.066414,0,0.10477,0,0,0.66748,-0.064071,0,0.67054,-0.86813,-1.3087,-1.2539,5.2699,-1.1436,0.4159,0.0034796,0.4,0.26,0
0.22724,0.02211,0.58746,-0.86999,-1.2826,-1.2332,0.047536,0,0,0.47221,-0.06416,0,0.12359,0,0,0.66991,-0.073255,0,0.67389,-0.86458,-1.288,-1.2332,6.488,-1.1286,0.39886,0.0030528,0.42,0.26,0
0.23646,0.022156,0.57406,-0.86445,-1.263,-1.2123,0.053482,0,0,0.45221,-0.065927,0,0.13905,0,0,0.6662,-0.083611,0,0.67142,-0.8574,-1.2701,-1.2123,7.5112,-1.1133,0.38704,0.0027554,0.44,0.26,0
0.24532,0.022188,0.56081,-0.85535,-1.246,-1.1912,0.056623,0,0,0.43663,-0.071241,0,0.14722,0,0,0.65569,-0.093951,0,0.66241,-0.84731,-1.2541,-1.1912,8.0828,-1.0975,0.37926,0.0025444,0.46,0.26,0
0.25392,0.022083,0.54784,-0.84372,-1.2296,-1.1698,0.056098,0,0,0.42396,-0.077731,0,0.14586,0,0,0.63877,-0.10226,0,0.64698,-0.83574,-1.2376,-1.1698,8.1054,-1.0811,0.37265,0.0023642,0.48,0.26,0
0.26228,0.021735,0.53526,-0.8216,-0.99318,-0.94588,0.05279,0,0,0.11411,-0.081986,0,0.20299,0,0,0.62014,-0.079608,0,0.6258,-0.78004,-1.0347,-0.94588,32.066,-0.92022,0.23896,0.0011074,0.5,0.26,0
0.25849,0.023785,0.5108,-0.80452,-0.77376,-0.72888,0.048112,0,0,-0.19666,-0.11667,0,0.25018,0,0,0.60524,-0.052735,0,0.60757,-0.73863,-0.83965,-0.72888,53.865,-0.76905,0.10623,-5.9825e-05,0.52,0.26,0
0.25442,0.025393,0.48684,-0.7928,-0.76532,-0.71086,0.042354,0,0,-0.21305,-0.14161,0,0.22024,0,0,0.59325,-0.049694,0,0.59535,-0.73453,-0.82359,-0.71086,53.986,-0.75633,0.10296,-4.6211e-05,0.54,0.26,0
0.24996,0.026534,0.46334,-0.78272,-0.75317,-0.69244,0.036323,0,0,-0.23473,-0.1579,0,0.18888,0,0,0.58253,-0.044902,0,0.58427,-0.72873,-0.80716,-0.69244,56.067,-0.74277,0.10156,-3.1558e-05,0.56,0.26,0
0.24503,0.027256,0.44024,-0.77435,-0.73868,-0.67403,0.030699,0,0,-0.26084,-0.1681,0,0.15963,0,0,0.57371,-0.039415,0,0.57507,-0.72101,-0.79202,-0.67403,60.078,-0.72902,0.10289,-1.9237e-05,0.58,0.26,0
0.23953,0.027629,0.41745,-0.76738,-0.7226,-0.65572,0.025679,0,0,-0.29032,-0.17391,0,0.13353,0,0,0.56685,-0.033968,0,0.56786,-0.71092,-0.77906,-0.65572,65.541,-0.71523,0.10701,-1.1351e-05,0.6,0.26,0
0.23341,0.027714,0.39489,-0.7616,-0.70544,-0.63756,0.021214,0,0,-0.32251,-0.17649,0,0.11031,0,0,0.5617,-0.028864,0,0.56244,-0.69832,-0.76871,-0.63756,71.465,-0.70153,0.11368,-9.5517e-06,0.62,0.26,0
0.22663,0.027565,0.37251,-0.75685,-0.68745,-0.61954,0.017217,0,0,-0.357,-0.17655,0,0.089528,0,0,0.55798,-0.024164,0,0.55851,-0.68341,-0.76089,-0.61954,76.806,-0.68795,0.1226,-1.5697e-05,0.64,0.26,0
0.21913,0.027222,0.35025,-0.75303,-0.6688,-0.60168,0.0136,0,0,-0.39353,-0.17453,0,0.070722,0,0,0.55546,-0.01983,0,0.55581,-0.66666,-0.75518,-0.60168,81.052,-0.6745,0.13345,-3.1954e-05,0.66,0.26,0
0.21089,0.026722,0.32807,-0.75008,-0.64962,-0.58394,0.010286,0,0,-0.43194,-0.17075,0,0.053488,0,0,0.55394,-0.015782,0,0.55416,-0.64858,-0.75112,-0.58394,84.213,-0.66121,0.14601,-6.0865e-05,0.68,0.26,0
0.20186,0.026095,0.30594,-0.74794,-0.62998,-0.56634,0.0072056,0,0,-0.47214,-0.16546,0,0.037469,0,0,0.55332,-0.011932,0,0.55345,-0.62954,-0.74838,-0.56634,86.517,-0.64809,0.16008,-0.00010541,0.7,0.26,0
0.192,0.025365,0.28381,-0.74661,-0.60995,-0.54887,0.0043017,0,0,-0.51412,-0.15881,0,0.022369,0,0,0.55355,-0.0081886,0,0.55361,-0.60982,-0.74674,-0.54887,88.199,-0.63514,0.17552,-0.00016908,0.72,0.26,0
0.18129,0.024557,0.26165,-0.74611,-0.58958,-0.53153,0.0015313,0,0,-0.55789,-0.15093,0,0.0079628,0,0,0.55462,-0.0044613,0,0.55464,-0.58957,-0.74612,-0.53153,89.439,-0.62241,0.19226,-0.000256,0.74,0.26,0
0.16969,0.023693,0.23944,-0.74647,-0.56893,-0.51434,-0.0011291,0,0,-0.60355,-0.14193,0,-0.0058714,0,0,0.55661,-0.00066095,0,0.55661,-0.56892,-0.74648,-0.51434,-89.636,-0.60991,0.21023,-0.00037099,0.76,0.26,0
0.15715,0.022796,0.21712,-0.74776,-0.54805,-0.4973,-0.0036731,0,0,-0.65119,-0.13193,0,-0.0191,0,0,0.55963,0.0032992,0,0.55964,-0.54798,-0.74783,-0.4973,-88.947,-0.5977,0.22942,-0.00051966,0.78,0.26,0
0.14364,0.021892,0.19467,-0.75003,-0.52702,-0.48045,-0.0060483,0,0,-0.70091,-0.12109,0,-0.031451,0,0,0.56388,0.0074937,0,0.56394,-0.52685,-0.75019,-0.48045,-88.448,-0.58583,0.24979,-0.00070827,0.8,0.26,0
0.12911,0.021011,0.17201,-0.7533,-0.50596,-0.46378,-0.0081381,0,0,-0.75275,-0.10965,0,-0.042318,0,0,0.56963,0.011957,0,0.56976,-0.50569,-0.75357,-0.46378,-88.118,-0.57435,0.27127,-0.00094332,0.82,0.26,0
0.11353,0.020192,0.1491,-0.75755,-0.48504,-0.44732,-0.0097476,0,0,-0.80658,-0.098061,0,-0.050688,0,0,0.57717,0.016619,0,0.57742,-0.48469,-0.7579,-0.44732,-87.954,-0.56331,0.29368,-0.0012302,0.84,0.26,0
0.096851,0.019478,0.12584,-0.76253,-0.46451,-0.43103,-0.010656,0,0,-0.8619,-0.087043,0,-0.055414,0,0,0.58679,0.021163,0,0.5872,-0.46413,-0.76291,-0.43103,-87.955,-0.55269,0.31663,-0.0015704,0.86,0.26,0
0.079054,0.018907,0.10215,-0.76801,-0.44487,-0.41494,-0.010722,0,0,-0.91799,-0.077814,0,-0.055752,0,0,0.59847,0.024823,0,0.59902,-0.44451,-0.76837,-0.41494,-88.102,-0.54261,0.33961,-0.0019603,0.88,0.26,0
0.060131,0.018496,0.077961,-0.77363,-0.42617,-0.39892,-0.010089,0,0,-0.97424,-0.070852,0,-0.052463,0,0,0.61162,0.026479,0,0.61223,-0.42588,-0.77392,-0.39892,-88.338,-0.53291,0.36228,-0.0023964,0.9,0.26,0
0.040084,0.018221,0.053223,-0.77767,-0.44406,-0.40644,-0.008547,0,0,-0.73319,-0.065208,0,-0.034236,0,0,0.6282,0.037609,0,0.62953,-0.44384,-0.77789,-0.40644,-88.534,-0.54272,0.35447,-0.0022163,0.92,0.26,0
0.030803,0.0185,0.040464,-0.78556,-0.47814,-0.41957,-0.0069795,0,0,-0.47578,-0.07614,0,-0.018147,0,0,0.6493,0.043766,0,0.65087,-0.47798,-0.78572,-0.41957,-88.7,-0.56109,0.34071,-0.0018318,0.94,0.26,0
0.021053,0.018756,0.027251,-0.78971,-0.46886,-0.40482,-0.0058051,0,0,-0.50036,-0.083245,0,-0.015093,0,0,0.66884,0.031831,0,0.66962,-0.46875,-0.78981,-0.40482,-88.964,-0.55446,0.35734,-0.002093,0.96,0.26,0
0.010789,0.018905,0.01371,-0.79241,-0.45369,-0.38754,-0.003707,0,0,-0.52633,-0.085995,0,-0.0096381,0,0,0.68127,0.016594,0,0.68146,-0.45365,-0.79245,-0.38754,-89.373,-0.54455,0.37624,-0.0024531,0.98,0.26,0
0,0.018949,0,-0.77605,-0.42756,-0.36108,0.000834,0,0,-0.53946,-0.086417,0,0.0021684,0,0,0.68551,-9.541e-18,0,0.68547,-0.42755,-0.77605,-0.36108,89.863,-0.52156,0.38605,-0.0026621,1,0.26,0
0,0.017175,1,-0.92899,-1.8831,-1.8436,-2.4723e-05,0,0,1.189,-0.051328,0,-6.4281e-05,0,0,0.6593,-8.9425e-16,0,0.6593,-0.92899,-1.8831,-1.8436,-0.0014846,-1.5519,0.93501,0.04173,0,0.28,0
0.023781,0.017174,0.98681,-0.91077,-1.8585,-1.8176,0.0010215,0,0,1.1789,-0.053149,0,0.0026558,0,0,0.65762,-0.0026653,0,0.65762,-0.91076,-1.8585,-1.8176,0.061755,-1.5289,0.92794,0.040769,0.02,0.28,0
0.047155,0.017173,0.97369,-0.90612,-1.8436,-1.7986,0.0021069,0,0,1.1602,-0.058454,0,0.0054779,0,0,0.6527,-0.0052932,0,0.65273,-0.90611,-1.8436,-1.7986,0.12877,-1.5161,0.9158,0.039128,0.04,0.28,0
0.07019,0.017174,0.96071,-0.89929,-1.8309,-1.7798,0.0032621,0,0,1.1446,-0.066519,0,0.0084815,0,0,0.64497,-0.007848,0,0.64504,-0.89928,-1.831,-1.7798,0.20061,-1.5033,0.90717,0.037932,0.06,0.28,0
0.09294,0.017183,0.9479,-0.89088,-1.8197,-1.7611,0.0045256,0,0,1.1313,-0.076242,0,0.011767,0,0,0.63511,-0.010298,0,0.63522,-0.89086,-1.8197,-1.7611,0.27915,-1.4906,0.90099,0.037028,0.08,0.28,0
0.11544,0.017208,0.9353,-0.86896,-1.4458,-1.3959,0.0057038,0,0,0.80755,-0.086467,0,0.022226,0,0,0.62545,-0.0094655,0,0.62554,-0.86886,-1.4459,-1.3959,0.91016,-1.2369,0.55396,0.018619,0.1,0.28,0
0.12524,0.017527,0.91046,-0.84915,-1.0801,-1.034,0.0062928,0,0,0.48067,-0.11995,0,0.032723,0,0,0.61832,-0.0085273,0,0.61839,-0.84898,-1.0803,-1.034,1.5592,-0.98777,0.21202,0.00041191,0.12,0.28,0
0.13467,0.017802,0.88584,-0.84071,-1.075,-1.0176,0.0067378,0,0,0.46,-0.14917,0,0.035037,0,0,0.61298,-0.010671,0,0.61308,-0.84051,-1.0752,-1.0176,1.6459,-0.97778,0.21185,0.00036949,0.14,0.28,0
0.14364,0.018044,0.86142,-0.83361,-1.0671,-1.0009,0.0073106,0,0,0.43502,-0.1721,0,0.038015,0,0,0.60849,-0.012745,0,0.60862,-0.83339,-1.0674,-1.0009,1.7915,-0.96722,0.20883,0.0003132,0.16,0.28,0
0.15207,0.018266,0.83716,-0.82822,-1.0562,-0.98389,0.0080589,0,0,0.40474,-0.18789,0,0.041906,0,0,0.60525,-0.014757,0,0.60543,-0.82794,-1.0564,-0.98389,2.0224,-0.95609,0.20224,0.00024791,0.18,0.28,0
0.15983,0.018482,0.813,-0.82465,-1.0421,-0.96652,0.0090265,0,0,0.36887,-0.1965,0,0.046938,0,0,0.60357,-0.01672,0,0.6038,-0.82428,-1.0425,-0.96652,2.373,-0.94442,0.19185,0.0001805,0.2,0.28,0
0.16682,0.018711,0.78887,-0.82289,-1.0251,-0.94884,0.010253,0,0,0.32746,-0.19832,0,0.053317,0,0,0.60362,-0.018646,0,0.6039,-0.82237,-1.0256,-0.94884,2.8952,-0.93228,0.17777,0.00011779,0.22,0.28,0
0.17293,0.018972,0.76471,-0.82284,-1.0054,-0.93082,0.011774,0,0,0.28074,-0.19384,0,0.061223,0,0,0.60543,-0.020549,0,0.60577,-0.82209,-1.0061,-0.93082,3.6754,-0.91968,0.16026,6.5169e-05,0.24,0.28,0
0.17805,0.019287,0.74044,-0.8244,-0.98303,-0.91245,0.013609,0,0,0.22892,-0.18351,0,0.070765,0,0,0.60892,-0.022446,0,0.60933,-0.82324,-0.98419,-0.91245,4.868,-0.90662,0.13966,2.6109e-05,0.26,0.28,0
0.18209,0.019674,0.716,-0.82739,-0.95817,-0.89367,0.015758,0,0,0.17231,-0.16772,0,0.081944,0,0,0.61387,-0.024353,0,0.61436,-0.82552,-0.96005,-0.89367,6.7746,-0.89308,0.11651,1.8474e-06,0.28,0.28,0
0.18494,0.02015,0.69133,-0.83158,-0.93099,-0.87443,0.018191,0,0,0.11141,-0.14703,0,0.094593,0,0,0.61993,-0.026295,0,0.6205,-0.82836,-0.93421,-0.87443,10.052,-0.879,0.091925,-8.8531e-06,0.3,0.28,0
0.18654,0.020728,0.6664,-0.83657,-0.90181,-0.85471,0.020841,0,0,0.047174,-0.12244,0,0.10837,0,0,0.62658,-0.028306,0,0.62723,-0.83048,-0.9079,-0.85471,16.288,-0.86436,0.068589,-9.8694e-06,0.32,0.28,0
0.18683,0.021409,0.6412,-0.84914,-1.1297,-1.0746,0.024381,0,0,0.29664,-0.095618,0,0.093476,0,0,0.63481,-0.045643,0,0.63664,-0.84341,-1.1355,-1.0746,13.303,-1.0178,0.2724,0.0027512,0.34,0.28,0
0.19841,0.021016,0.62841,-0.86199,-1.3618,-1.2955,0.030179,0,0,0.56361,-0.086104,0,0.078464,0,0,0.64533,-0.063228,0,0.64844,-0.86018,-1.3636,-1.2955,3.4431,-1.1731,0.47307,0.0050603,0.36,0.28,0
0.20938,0.020805,0.61539,-0.86491,-1.336,-1.2757,0.036106,0,0,0.53397,-0.078444,0,0.093876,0,0,0.65526,-0.065996,0,0.65858,-0.86216,-1.3388,-1.2757,4.3574,-1.1589,0.44839,0.0043226,0.38,0.28,0
0.21977,0.02073,0.6022,-0.86557,-1.3113,-1.2553,0.041145,0,0,0.5066,-0.07286,0,0.10698,0,0,0.66162,-0.069217,0,0.66523,-0.86181,-1.3151,-1.2553,5.2299,-1.1441,0.42652,0.0037223,0.4,0.28,0
0.22964,0.020742,0.58892,-0.86354,-1.2881,-1.2344,0.044992,0,0,0.48215,-0.069822,0,0.11698,0,0,0.66327,-0.072885,0,0.66726,-0.85883,-1.2929,-1.2344,5.9828,-1.1287,0.40796,0.0032474,0.42,0.28,0
0.23905,0.020773,0.57567,-0.85863,-1.2667,-1.2133,0.047121,0,0,0.46102,-0.069447,0,0.12251,0,0,0.65941,-0.076804,0,0.66388,-0.85326,-1.272,-1.2133,6.5024,-1.1129,0.39271,0.002877,0.44,0.28,0
0.24808,0.020743,0.56255,-0.85109,-1.2465,-1.1918,0.04699,0,0,0.44295,-0.071067,0,0.12217,0,0,0.64986,-0.080462,0,0.65485,-0.84558,-1.252,-1.1918,6.6852,-1.0965,0.37992,0.0025798,0.46,0.28,0
0.25677,0.020564,0.54967,-0.84144,-1.2263,-1.17,0.044394,0,0,0.42713,-0.073222,0,0.11542,0,0,0.63523,-0.083042,0,0.6407,-0.83638,-1.2314,-1.17,6.495,-1.0793,0.36817,0.0023247,0.48,0.28,0
0.26517,0.020166,0.53714,-0.82179,-0.98931,-0.94618,0.040529,0,0,0.11358,-0.07475,0,0.15573,0,0,0.61947,-0.062776,0,0.62301,-0.7857,-1.0254,-0.94618,33.216,-0.91909,0.22788,0.0010833,0.5,0.28,0
0.26132,0.021595,0.51265,-0.8062,-0.76877,-0.72881,0.036611,0,0,-0.2012,-0.10387,0,0.19037,0,0,0.60685,-0.040724,0,0.60824,-0.74636,-0.8286,-0.72881,58.539,-0.76793,0.092271,-3.5477e-05,0.52,0.28,0
0.25712,0.022728,0.48859,-0.79566,-0.75973,-0.71091,0.032432,0,0,-0.22035,-0.12692,0,0.16865,0,0,0.59638,-0.038435,0,0.59764,-0.74062,-0.81477,-0.71091,59.492,-0.75543,0.092649,-2.7138e-05,0.54,0.28,0
0.2525,0.023538,0.46494,-0.78626,-0.74795,-0.69273,0.027995,0,0,-0.24318,-0.14356,0,0.14558,0,0,0.58662,-0.035291,0,0.58769,-0.73318,-0.80103,-0.69273,62.193,-0.74232,0.094782,-1.8433e-05,0.56,0.28,0
0.24739,0.024046,0.44166,-0.77817,-0.734,-0.67448,0.023792,0,0,-0.2696,-0.15474,0,0.12372,0,0,0.57816,-0.031712,0,0.57904,-0.72362,-0.78855,-0.67448,66.436,-0.72888,0.099101,-1.1844e-05,0.58,0.28,0
0.24172,0.024289,0.41869,-0.77133,-0.71847,-0.65628,0.019985,0,0,-0.29913,-0.16168,0,0.10392,0,0,0.57126,-0.028034,0,0.57195,-0.71176,-0.77804,-0.65628,71.454,-0.71536,0.10558,-9.2366e-06,0.6,0.28,0
0.23542,0.024311,0.39596,-0.76561,-0.70176,-0.63819,0.016585,0,0,-0.33129,-0.16528,0,0.086242,0,0,0.5659,-0.02445,0,0.56643,-0.69771,-0.76966,-0.63819,76.273,-0.70185,0.11403,-1.24e-05,0.62,0.28,0
0.22847,0.024151,0.37341,-0.76089,-0.68415,-0.62022,0.013544,0,0,-0.36575,-0.16622,0,0.07043,0,0,0.56192,-0.02103,0,0.56231,-0.68183,-0.76322,-0.62022,80.279,-0.68842,0.12423,-2.3316e-05,0.64,0.28,0
0.22079,0.023841,0.35101,-0.75711,-0.66581,-0.60238,0.010808,0,0,-0.40231,-0.16493,0,0.056204,0,0,0.55915,-0.017782,0,0.55944,-0.66455,-0.75838,-0.60238,83.34,-0.6751,0.13602,-4.4302e-05,0.66,0.28,0
0.21237,0.02341,0.32868,-0.75421,-0.64688,-0.58467,0.0083276,0,0,-0.44081,-0.16175,0,0.043304,0,0,0.55745,-0.014684,0,0.55764,-0.64624,-0.75485,-0.58467,85.59,-0.66192,0.14925,-7.8068e-05,0.68,0.28,0
0.20316,0.022883,0.30641,-0.75216,-0.62744,-0.56708,0.0060603,0,0,-0.4812,-0.15692,0,0.031514,0,0,0.55671,-0.011703,0,0.55683,-0.62714,-0.75245,-0.56708,87.225,-0.64889,0.16382,-0.00012777,0.7,0.28,0
0.19313,0.022283,0.28415,-0.75095,-0.60756,-0.54963,0.003974,0,0,-0.52345,-0.15062,0,0.020665,0,0,0.55687,-0.0088042,0,0.55694,-0.60745,-0.75106,-0.54963,88.414,-0.63605,0.17964,-0.00019709,0.72,0.28,0
0.18222,0.021631,0.26186,-0.7506,-0.58731,-0.5323,0.0020466,0,0,-0.56757,-0.14302,0,0.010642,0,0,0.55794,-0.0059538,0,0.55797,-0.58729,-0.75062,-0.5323,89.282,-0.6234,0.19668,-0.00029024,0.74,0.28,0
0.17042,0.020945,0.23951,-0.75112,-0.56676,-0.51512,0.0002693,0,0,-0.61359,-0.13428,0,0.0014003,0,0,0.55998,-0.0031192,0,0.55999,-0.56676,-0.75112,-0.51512,89.916,-0.611,0.21488,-0.00041205,0.76,0.28,0
0.15768,0.020246,0.21706,-0.75252,-0.546,-0.49809,-0.0013476,0,0,-0.66153,-0.12458,0,-0.0070076,0,0,0.56311,-0.00027286,0,0.56311,-0.546,-0.75253,-0.49809,-89.626,-0.59887,0.23419,-0.00056777,0.78,0.28,0
0.14396,0.019554,0.19446,-0.75481,-0.52515,-0.48122,-0.002768,0,0,-0.71134,-0.11422,0,-0.014393,0,0,0.56748,0.0025995,0,0.56749,-0.52511,-0.75484,-0.48122,-89.31,-0.58706,0.25453,-0.00076271,0.8,0.28,0
0.12923,0.018894,0.17166,-0.75791,-0.50437,-0.46451,-0.003923,0,0,-0.76282,-0.10362,0,-0.0204,0,0,0.57329,0.0054809,0,0.57332,-0.50431,-0.75797,-0.46451,-89.114,-0.5756,0.27572,-0.0010013,0.82,0.28,0
0.11345,0.01829,0.1486,-0.76165,-0.4839,-0.44797,-0.0047196,0,0,-0.81558,-0.093438,0,-0.024542,0,0,0.5807,0.0082853,0,0.58077,-0.48382,-0.76173,-0.44797,-89.027,-0.56451,0.29746,-0.0012858,0.84,0.28,0
0.096605,0.017769,0.12521,-0.76581,-0.46407,-0.43157,-0.0050733,0,0,-0.86903,-0.084505,0,-0.026381,0,0,0.58976,0.010799,0,0.58988,-0.46398,-0.76589,-0.43157,-89.037,-0.55381,0.31936,-0.0016148,0.86,0.28,0
0.078688,0.017353,0.10142,-0.77009,-0.44509,-0.41526,-0.004979,0,0,-0.92254,-0.077557,0,-0.025891,0,0,0.60025,0.012653,0,0.60041,-0.44502,-0.77016,-0.41526,-89.123,-0.54348,0.341,-0.0019843,0.88,0.28,0
0.059703,0.017052,0.077187,-0.7742,-0.42692,-0.39893,-0.0044826,0,0,-0.97571,-0.072772,0,-0.023309,0,0,0.61155,0.013382,0,0.61173,-0.42686,-0.77426,-0.39893,-89.261,-0.53335,0.36217,-0.002391,0.9,0.28,0
0.03966,0.016859,0.052494,-0.77682,-0.44639,-0.40633,-0.0035395,0,0,-0.73217,-0.069439,0,-0.014543,0,0,0.62536,0.018927,0,0.62574,-0.44636,-0.77685,-0.40633,-89.39,-0.54318,0.35248,-0.0021676,0.92,0.28,0
0.030416,0.01694,0.039826,-0.78176,-0.47854,-0.41792,-0.0025334,0,0,-0.47299,-0.078816,0,-0.0065867,0,0,0.64278,0.022107,0,0.64324,-0.47852,-0.78178,-0.41792,-89.521,-0.55941,0.33766,-0.0017645,0.94,0.28,0
0.02074,0.017037,0.026783,-0.7837,-0.4697,-0.4028,-0.0019562,0,0,-0.49517,-0.086964,0,-0.0050861,0,0,0.65905,0.016257,0,0.65928,-0.46969,-0.78371,-0.4028,-89.643,-0.55207,0.35226,-0.001975,0.96,0.28,0
0.010609,0.017101,0.013464,-0.78455,-0.45626,-0.38571,-0.001234,0,0,-0.51849,-0.091723,0,-0.0032084,0,0,0.66957,0.0085654,0,0.66963,-0.45626,-0.78455,-0.38571,-89.785,-0.54217,0.36867,-0.0022591,0.98,0.28,0
0,0.017121,0,-0.76784,-0.43145,-0.35979,0.00037946,0,0,-0.53048,-0.093157,0,0.00098659,0,0,0.6732,-5.421e-18,0,0.67319,-0.43145,-0.76785,-0.35979,89.935,-0.51969,0.37737,-0.0024279,1,0.28,0
0,0.01613,1,-0.92797,-1.8826,-1.8432,-0.00072078,0,0,1.1898,-0.051252,0,-0.001874,0,0,0.65837,-1.4859e-15,0,0.65837,-0.92797,-1.8826,-1.8432,-0.043261,-1.5512,0.93554,0.041802,0,0.3,0
0.023795,0.016092,0.98683,-0.90972,-1.8581,-1.8172,-0.0018701,0,0,1.1797,-0.05316,0,-0.0048622,0,0,0.65663,0.00084367,0,0.65663,-0.90972,-1.8581,-1.8172,-0.11298,-1.5283,0.92857,0.040853,0.02,0.3,0
0.047187,0.015985,0.97374,-0.90497,-1.8434,-1.7982,-0.0034139,0,0,1.1613,-0.058734,0,-0.0088761,0,0,0.65157,0.0014546,0,0.65158,-0.90495,-1.8435,-1.7982,-0.20842,-1.5155,0.91673,0.039245,0.04,0.3,0
0.070246,0.015826,0.96077,-0.89797,-1.8313,-1.7795,-0.0043064,0,0,1.146,-0.067247,0,-0.011197,0,0,0.64358,0.001584,0,0.6436,-0.89795,-1.8313,-1.7795,-0.26437,-1.5029,0.90857,0.0381,0.06,0.3,0
0.093029,0.015641,0.94799,-0.88936,-1.8206,-1.761,-0.0043182,0,0,1.1331,-0.077537,0,-0.011227,0,0,0.63336,0.00098127,0,0.63339,-0.88934,-1.8207,-1.761,-0.26566,-1.4903,0.90296,0.037256,0.08,0.3,0
0.11557,0.01546,0.93544,-0.86721,-1.4467,-1.3958,-0.0035905,0,0,0.81066,-0.088326,0,-0.013856,0,0,0.62335,-0.00041657,0,0.62336,-0.86717,-1.4467,-1.3958,-0.55795,-1.2366,0.55608,0.018757,0.1,0.3,0
0.12546,0.01511,0.91068,-0.84722,-1.0811,-1.0338,-0.0024956,0,0,0.48519,-0.12284,0,-0.012977,0,0,0.61596,-0.0025838,0,0.61597,-0.84719,-1.0811,-1.0338,-0.61133,-0.98737,0.21422,0.00042321,0.12,0.3,0
0.13498,0.014801,0.88616,-0.83865,-1.0763,-1.0176,-0.00077097,0,0,0.46521,-0.15279,0,-0.0040091,0,0,0.61043,-0.0053883,0,0.61046,-0.83865,-1.0763,-1.0176,-0.18584,-0.97752,0.21444,0.00038114,0.14,0.3,0
0.14406,0.014583,0.86185,-0.83149,-1.0687,-1.001,0.0015344,0,0,0.44071,-0.17615,0,0.0079789,0,0,0.60579,-0.0086111,0,0.60585,-0.83148,-1.0688,-1.001,0.37053,-0.96707,0.21169,0.00032424,0.16,0.3,0
0.15261,0.014486,0.83769,-0.82605,-1.058,-0.98406,0.0041683,0,0,0.4108,-0.19217,0,0.021675,0,0,0.60247,-0.012135,0,0.60259,-0.82598,-1.058,-0.98406,1.0294,-0.95603,0.20532,0.00025783,0.18,0.3,0
0.1605,0.014526,0.81365,-0.82245,-1.0441,-0.96679,0.0069897,0,0,0.37527,-0.20099,0,0.036346,0,0,0.60075,-0.015835,0,0.60095,-0.82223,-1.0443,-0.96679,1.8045,-0.94444,0.19522,0.00018908,0.2,0.3,0
0.16762,0.014714,0.78964,-0.82063,-1.0273,-0.9492,0.0099663,0,0,0.33428,-0.2031,0,0.051825,0,0,0.6008,-0.019599,0,0.60112,-0.82015,-1.0278,-0.9492,2.7542,-0.93239,0.18159,0.00012487,0.22,0.3,0
0.17387,0.015059,0.76558,-0.8205,-1.0078,-0.9313,0.013129,0,0,0.28808,-0.19904,0,0.068269,0,0,0.60266,-0.023323,0,0.60311,-0.81958,-1.0088,-0.9313,3.9889,-0.91988,0.16473,7.0563e-05,0.24,0.3,0
0.17914,0.015574,0.74142,-0.82193,-0.98579,-0.91303,0.016508,0,0,0.23685,-0.18919,0,0.085839,0,0,0.60626,-0.0269,0,0.60686,-0.82029,-0.98744,-0.91303,5.6958,-0.90692,0.14505,2.9555e-05,0.26,0.3,0
0.18334,0.016271,0.71708,-0.82481,-0.9612,-0.89434,0.02007,0,0,0.18078,-0.17381,0,0.10436,0,0,0.61137,-0.030207,0,0.61212,-0.82192,-0.96409,-0.89434,8.2002,-0.89345,0.12313,3.1291e-06,0.28,0.3,0
