"Displacements:0","Displacements:1","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.0219556,0.00683985,0.0283008,0.000967366,0.00878046,0.000335506,0,0,0.050753,-0.0203141,0,0.00174463,0,0,0,0.028305,0.000963248,0.00878046,0.703138,0.0126829,0.0243914,4.9539e-07,0.42,0.16,0
0.0229662,0.00669392,0.0277626,0.000493282,0.00847677,0.000361894,0,0,0.0501432,-0.0207571,0,0.00188185,0,0,0,0.0277674,0.00048848,0.00847677,0.760199,0.0122442,0.0242908,4.76692e-07,0.44,0.16,0
0.0239613,0.00652549,0.0271315,6.55171e-05,0.00815909,0.000589196,0,0,0.0493281,-0.0210433,0,0.00306382,0,0,0,0.0271443,5.26971e-05,0.00815909,1.24648,0.0117854,0.0240843,4.53081e-07,0.46,0.16,0
0.0249393,0.0063535,0.0256845,-0.000790424,0.00746822,0.000817918,0,0,0.0473623,-0.0214725,0,0.00425317,0,0,0,0.0257097,-0.000815668,0.00746822,1.76785,0.0107874,0.023505,3.98477e-07,0.48,0.16,0
0.0258558,0.00616518,0.0244527,-0.00125442,0.00695948,0.00162326,0,0,0.0454823,-0.0213561,0,0.00844096,0,0,0,0.0245548,-0.00135652,0.00695948,3.59886,0.0100526,0.0229145,3.54845e-07,0.5,0.16,0
0.0267586,0.00603296,0.0233983,-0.000802635,0.00677871,0.00130884,0,0,0.043211,-0.0197115,0,0.00680598,0,0,0,0.0234689,-0.000873214,0.00677871,3.08668,0.00979147,0.0215598,3.04703e-07,0.52,0.16,0
0.0275842,0.00600359,0.0220235,-0.000376106,0.00649423,0.000978687,0,0,0.0403762,-0.0178629,0,0.00508917,0,0,0,0.0220662,-0.000418786,0.00649423,2.49703,0.00938055,0.0199481,2.48779e-07,0.54,0.16,0
0.0283737,0.00600766,0.0214444,-0.00015924,0.00638554,0.0004483,0,0,0.039153,-0.0170164,0,0.00233116,0,0,0,0.0214537,-0.000168538,0.00638554,1.18827,0.00922356,0.0192032,2.26031e-07,0.56,0.16,0
0.0291504,0.00603212,0.0212734,-5.20225e-05,0.00636642,-4.67231e-05,0,0,0.0387582,-0.016688,0,-0.00024296,0,0,0,0.0212735,-5.21249e-05,0.00636642,-0.125532,0.00919595,0.01895,2.19131e-07,0.58,0.16,0
0.029924,0.00607449,0.0212768,-8.10834e-05,0.00635871,-0.000517153,0,0,0.038787,-0.0167435,0,-0.0026892,0,0,0,0.0212893,-9.35982e-05,0.00635871,-1.38626,0.00918481,0.0189972,2.20073e-07,0.6,0.16,0
0.0307018,0.00613545,0.0214559,-0.000248277,0.00636227,-0.00100057,0,0,0.0392433,-0.0171874,0,-0.00520294,0,0,0,0.0215019,-0.000294306,0.00636227,-2.6339,0.00918995,0.0193467,2.28939e-07,0.62,0.16,0
0.0314937,0.00621892,0.0220488,-0.000529884,0.00645567,-0.00150349,0,0,0.0405421,-0.0181624,0,-0.00781813,0,0,0,0.0221484,-0.00062956,0.00645567,-3.79294,0.00932485,0.0201904,2.53947e-07,0.64,0.16,0
0.0323235,0.00634011,0.0234233,-0.00103827,0.0067155,-0.00178509,0,0,0.0434402,-0.0201598,0,-0.00928248,0,0,0,0.0235529,-0.00116785,0.0067155,-4.15187,0.00970017,0.0218719,3.11559e-07,0.66,0.16,0
0.0332313,0.00657024,0.0244795,-0.00152222,0.00688719,-0.00203433,0,0,0.0457401,-0.0218645,0,-0.0105785,0,0,0,0.0246377,-0.00168042,0.00688719,-4.44665,0.00994816,0.0232501,3.62539e-07,0.68,0.16,0
0.0341531,0.00686178,0.0256916,-0.0011405,0.00736533,-0.00114848,0,0,0.0476483,-0.0221152,0,-0.00597209,0,0,0,0.0257407,-0.00118957,0.00736533,-2.44643,0.0106388,0.0238336,4.05439e-07,0.7,0.16,0
0.0351373,0.00714457,0.0271145,-0.000360084,0.00802633,-0.000825788,0,0,0.0496293,-0.0218047,0,-0.0042941,0,0,0,0.0271393,-0.000384882,0.00802633,-1.72003,0.0115936,0.0244299,4.60582e-07,0.72,0.16,0
0.0361383,0.00743426,0.027701,-1.00004e-05,0.00830731,-0.000486719,0,0,0.0504237,-0.021625,0,-0.00253094,0,0,0,0.0277096,-1.85465e-05,0.00830731,-1.00594,0.0119994,0.0246436,4.83336e-07,0.74,0.16,0
0.0371542,0.00771358,0.0281858,0.000390531,0.00857291,-0.000334217,0,0,0.0509936,-0.0212742,0,-0.00173793,0,0,0,0.0281899,0.000386513,0.00857291,-0.688803,0.0123831,0.0247474,5.00964e-07,0.76,0.16,0
0.038178,0.00797573,0.0285149,0.000637613,0.00874574,-0.000286033,0,0,0.0513997,-0.0210811,0,-0.00148737,0,0,0,0.0285178,0.000634678,0.00874574,-0.587797,0.0126327,0.0248414,5.13658e-07,0.78,0.16,0
0.0392102,0.00821206,0.0288053,0.000757601,0.00886886,-0.000321652,0,0,0.0518347,-0.0210893,0,-0.00167259,0,0,0,0.028809,0.000753913,0.00886886,-0.656956,0.0128106,0.0250055,5.27167e-07,0.8,0.16,0
0.0402514,0.00841899,0.0290627,0.000739413,0.00894065,-0.000381882,0,0,0.0523175,-0.0213232,0,-0.00198579,0,0,0,0.0290679,0.000734265,0.00894065,-0.772329,0.0129143,0.0252512,5.4208e-07,0.82,0.16,0
0.0413029,0.00859581,0.0293017,0.000631536,0.00897996,-0.000432565,0,0,0.0528364,-0.0217059,0,-0.00224934,0,0,0,0.0293082,0.000625011,0.00897996,-0.864196,0.0129711,0.0255516,5.58156e-07,0.84,0.16,0
0.0423649,0.00874419,0.0295151,0.000475278,0.0089971,-0.000455434,0,0,0.0533467,-0.0221568,0,-0.00236825,0,0,0,0.0295222,0.000468137,0.0089971,-0.89828,0.0129958,0.0258666,5.74022e-07,0.86,0.16,0
0.0434368,0.00886662,0.0296982,0.000304602,0.00900084,-0.000447554,0,0,0.0538131,-0.0226102,0,-0.00232728,0,0,0,0.029705,0.000297789,0.00900084,-0.872131,0.0130012,0.0261648,5.88567e-07,0.88,0.16,0
0.0445174,0.00896568,0.0298482,0.000140508,0.00899662,-0.000412226,0,0,0.0542142,-0.0230259,0,-0.00214358,0,0,0,0.0298539,0.000134789,0.00899662,-0.794837,0.0129951,0.0264271,6.01084e-07,0.9,0.16,0
0.0456053,0.00904364,0.0299659,-4.1735e-06,0.00898851,-0.00035466,0,0,0.0545411,-0.023381,0,-0.00184423,0,0,0,0.0299701,-8.36989e-06,0.00898851,-0.677901,0.0129834,0.0266447,6.11281e-07,0.92,0.16,0
0.0466991,0.00910237,0.0300535,-0.000121792,0.00897951,-0.000280071,0,0,0.0547923,-0.0236634,0,-0.00145637,0,0,0,0.0300561,-0.000124391,0.00897951,-0.531729,0.0129704,0.0268138,6.19099e-07,0.94,0.16,0
0.047797,0.00914332,0.0301137,-0.000207982,0.00897173,-0.000193252,0,0,0.0549692,-0.0238672,0,-0.00100491,0,0,0,0.030115,-0.000209214,0.00897173,-0.365148,0.0129592,0.026934,6.24592e-07,0.96,0.16,0
0.0488978,0.00916748,0.0301489,-0.000260416,0.00896655,-9.85533e-05,0,0,0.0550742,-0.0239901,0,-0.000512477,0,0,0,0.0301492,-0.000260736,0.00896655,-0.185687,0.0129517,0.0270057,6.27844e-07,0.98,0.16,0
0.05,0.00917547,0.0301605,-0.000278,0.00896474,7.68189e-05,0,0,0.0551089,-0.0240311,0,0.000399458,0,0,0,0.0301607,-0.000278194,0.00896474,0.144599,0.0129491,0.0270298,6.28936e-07,1,0.16,0
0,0,0.0296788,0.0127195,0.0127195,0.00588707,0,0,0.0440942,3.25261e-19,0,0.0306128,0,0,0,0.031522,0.0108762,0.0127195,17.3853,0.0183726,0.0197887,3.8637e-07,0,0.18,0
0.000881884,0.000612256,0.0295626,0.0113009,0.0122591,0.00586087,0,0,0.0449893,-0.00249125,0,0.0304765,0,0,0,0.0312818,0.00958175,0.0122591,16.3477,0.0177075,0.020493,4.16691e-07,0.02,0.18,0
0.00179957,0.00122208,0.0300167,0.0100571,0.0120221,0.00577573,0,0,0.0467858,-0.00510906,0,0.0300338,0,0,0,0.0315675,0.00850628,0.0120221,15.0299,0.0173653,0.0215198,4.66123e-07,0.04,0.18,0
0.00275332,0.00182306,0.0304455,0.00879683,0.0117727,0.00560426,0,0,0.0485493,-0.00773725,0,0.0291421,0,0,0,0.0318103,0.00743208,0.0117727,13.6863,0.017005,0.0225238,5.14178e-07,0.06,0.18,0
0.00374154,0.00240746,0.0308262,0.00757806,0.0115213,0.00534526,0,0,0.0501928,-0.0102524,0,0.0277953,0,0,0,0.0319963,0.00640796,0.0115213,12.3475,0.0166418,0.0234535,5.57895e-07,0.08,0.18,0
0.00476103,0.00296759,0.0311409,0.00644889,0.0112769,0.00501394,0,0,0.0516463,-0.0125529,0,0.0260725,0,0,0,0.0321202,0.0054696,0.0112769,11.0515,0.0162889,0.0242736,5.95227e-07,0.1,0.18,0
0.00580739,0.00349682,0.0313801,0.00544061,0.0110462,0.00463467,0,0,0.052868,-0.0145745,0,0.0241003,0,0,0,0.0321833,0.00463739,0.0110462,9.83205,0.0159556,0.0249662,6.25208e-07,0.12,0.18,0
0.00687575,0.0039901,0.0315429,0.00456766,0.0108332,0.0042335,0,0,0.0538454,-0.0162903,0,0.0220142,0,0,0,0.0321917,0.00391885,0.0108332,8.71302,0.0156479,0.0255279,6.47786e-07,0.14,0.18,0
0.00796121,0.00444402,0.0316352,0.00383162,0.01064,0.00383303,0,0,0.0545874,-0.0177019,0,0.0199317,0,0,0,0.0321539,0.00331287,0.01064,7.70735,0.0153689,0.0259648,6.63509e-07,0.16,0.18,0
0.00905924,0.00485663,0.031666,0.00322621,0.0104677,0.00344995,0,0,0.0551157,-0.0188278,0,0.0179398,0,0,0,0.0320785,0.00281369,0.0104677,6.81865,0.01512,0.0262873,6.73196e-07,0.18,0.18,0
0.0101658,0.00522702,0.0316452,0.00274142,0.010316,0.00309483,0,0,0.055456,-0.0196939,0,0.0160931,0,0,0,0.0319729,0.00241376,0.010316,6.04358,0.0149009,0.0265067,6.77694e-07,0.2,0.18,0
0.0112775,0.00555498,0.0315813,0.0023661,0.0101842,0.00277287,0,0,0.0556323,-0.0203271,0,0.0144189,0,0,0,0.0318421,0.00210525,0.0101842,5.37413,0.0147105,0.0266328,6.77726e-07,0.22,0.18,0
0.0123911,0.00584067,0.0314802,0.00208934,0.0100709,0.00248507,0,0,0.0556643,-0.020752,0,0.0129224,0,0,0,0.0316889,0.0018807,0.0100709,4.7991,0.0145468,0.0266734,6.73829e-07,0.24,0.18,0
0.0135041,0.00608432,0.0313452,0.00190065,0.00997375,0.00222915,0,0,0.0555657,-0.0209901,0,0.0115916,0,0,0,0.031513,0.00173285,0.00997375,4.30498,0.0144065,0.0266337,6.66344e-07,0.26,0.18,0
0.0146138,0.00628598,0.0311766,0.00178951,0.00988983,0.00200013,0,0,0.0553456,-0.0210608,0,0.0104007,0,0,0,0.0313121,0.001654,0.00988983,3.87582,0.0142853,0.0265174,6.55461e-07,0.28,0.18,0
0.0157179,0.00644531,0.0309728,0.00174396,0.00981502,0.00179045,0,0,0.0550102,-0.0209848,0,0.00931035,0,0,0,0.031082,0.0016347,0.00981502,3.49233,0.0141773,0.0263282,6.41305e-07,0.3,0.18,0
0.0168142,0.00656132,0.0307318,0.00174823,0.009744,0.00158982,0,0,0.0545682,-0.020789,0,0.00826708,0,0,0,0.0308187,0.00166128,0.009744,3.13031,0.0140747,0.0260733,6.24116e-07,0.32,0.18,0
0.0179006,0.00663227,0.0304555,0.0017784,0.00967018,0.00138549,0,0,0.0540419,-0.0205186,0,0.00720457,0,0,0,0.0305223,0.00171162,0.00967018,2.7596,0.013968,0.0257702,6.04625e-07,0.34,0.18,0
0.0189758,0.00665557,0.0301568,0.00179373,0.00958517,0.00116768,0,0,0.0534863,-0.0202577,0,0.00607191,0,0,0,0.0302048,0.00174574,0.00958517,2.35349,0.0138452,0.0254612,5.84678e-07,0.36,0.18,0
0.0200401,0.00662884,0.0298448,0.00171505,0.00946795,0.000941092,0,0,0.0529798,-0.0201575,0,0.00489368,0,0,0,0.0298762,0.0016836,0.00946795,1.914,0.0136759,0.0252182,5.66839e-07,0.38,0.18,0
0.021095,0.00655129,0.0295486,0.00147448,0.00930692,0.000757051,0,0,0.0526283,-0.0203643,0,0.00393666,0,0,0,0.029569,0.00145408,0.00930692,1.54355,0.0134433,0.0251263,5.54488e-07,0.4,0.18,0
0.0221452,0.00642863,0.029192,0.000966281,0.00904747,0.000675866,0,0,0.0523757,-0.0210111,0,0.0035145,0,0,0,0.0292081,0.000950107,0.00904747,1.3709,0.0130686,0.0252045,5.4531e-07,0.42,0.18,0
0.0231901,0.00626907,0.0289017,0.000413239,0.00879448,0.000846265,0,0,0.0522788,-0.0217912,0,0.00440058,0,0,0,0.0289268,0.000388123,0.00879448,1.7,0.0127031,0.0254011,5.41466e-07,0.44,0.18,0
0.0242363,0.00609541,0.0281694,-0.000497488,0.00830157,0.00113506,0,0,0.0516563,-0.0228775,0,0.00590229,0,0,0,0.0282143,-0.00054236,0.00830157,2.26389,0.0119912,0.0255115,5.20168e-07,0.46,0.18,0
0.0252563,0.00590203,0.0283588,-0.000763659,0.00827855,0.00205771,0,0,0.0522087,-0.0235097,0,0.0107001,0,0,0,0.0285035,-0.000908332,0.00827855,4.02171,0.0119579,0.0260625,5.43082e-07,0.48,0.18,0
0.0263247,0.00573552,0.031392,-0.00153962,0.00895573,0.00220731,0,0,0.0409652,-0.0186621,0,0.00871875,0,0,0,0.031549,-0.00169654,0.00895573,4.02682,0.012936,0.0294082,8.25107e-07,0.5,0.18,0
0.0270195,0.00567036,0.0283758,-0.0003953,0.00839414,0.00163992,0,0,0.0346348,-0.0159588,0,0.00714498,0,0,0,0.0285105,-0.000530081,0.00839414,3.89731,0.0121249,0.0257789,7.09947e-07,0.52,0.18,0
0.0277101,0.00567484,0.0286298,-1.22569e-05,0.00858528,0.00106975,0,0,0.0347439,-0.0152861,0,0.0044845,0,0,0,0.0286824,-6.48054e-05,0.00858528,2.52701,0.012401,0.0255491,7.15037e-07,0.54,0.18,0
0.0284092,0.00569117,0.0290205,0.000268465,0.00878669,0.000437949,0,0,0.0350719,-0.0150298,0,0.00186485,0,0,0,0.0290298,0.000259174,0.00878669,1.05624,0.0126919,0.0255972,7.34032e-07,0.56,0.18,0
0.029113,0.00571994,0.0291928,0.000362537,0.0088666,-5.60783e-05,0,0,0.0352321,-0.0149576,0,-0.000175934,0,0,0,0.0291929,0.00036242,0.0088666,-0.100849,0.0128073,0.0256593,7.43901e-07,0.58,0.18,0
0.0298185,0.00576114,0.0291985,0.000330441,0.00885867,-0.000511827,0,0,0.0352556,-0.0150036,0,-0.00205327,0,0,0,0.0292092,0.000319693,0.00885867,-1.16333,0.0127959,0.0257079,7.45942e-07,0.6,0.18,0
0.0305232,0.00581534,0.0290399,0.000170556,0.00876314,-0.000995992,0,0,0.0351464,-0.0151717,0,-0.00405606,0,0,0,0.0290819,0.000128523,0.00876314,-2.28523,0.0126579,0.025748,7.40369e-07,0.62,0.18,0
0.0312244,0.0058838,0.0286736,-0.000181399,0.00854767,-0.00160844,0,0,0.034885,-0.0155367,0,-0.00659939,0,0,0,0.0287842,-0.000292008,0.00854767,-3.67708,0.0123466,0.0258221,7.2657e-07,0.64,0.18,0
0.0319186,0.0059673,0.0284889,-0.000632003,0.00835707,-0.0021253,0,0,0.0348952,-0.0163459,0,-0.0090534,0,0,0,0.028696,-0.000839126,0.00835707,-4.85835,0.0120713,0.0261937,7.28916e-07,0.66,0.18,0
0.0326202,0.00612925,0.0315163,-0.00195307,0.00886897,-0.00264098,0,0,0.0413437,-0.0192284,0,-0.0103093,0,0,0,0.0317334,-0.00217021,0.00886897,-4.696,0.0128107,0.0299553,8.49526e-07,0.68,0.18,0
0.0336976,0.00639578,0.0284044,-0.00117975,0.0081674,-0.00234224,0,0,0.0526162,-0.0243026,0,-0.0121797,0,0,0,0.0285887,-0.00136404,0.0081674,-4.49888,0.0117974,0.0265051,5.56223e-07,0.7,0.18,0
0.0347248,0.00669763,0.0281327,-0.00102328,0.00813284,-0.00132389,0,0,0.0519998,-0.0238059,0,-0.00688424,0,0,0,0.0281927,-0.00108327,0.00813284,-2.59452,0.0117474,0.025927,5.28825e-07,0.72,0.18,0
0.0357776,0.00699021,0.028805,-0.000211621,0.00857801,-0.000918898,0,0,0.0525901,-0.022853,0,-0.00477827,0,0,0,0.028834,-0.000240691,0.00857801,-1.81202,0.0123905,0.0258207,5.49038e-07,0.74,0.18,0
0.0368284,0.00728112,0.0290369,0.000254498,0.00878742,-0.000615922,0,0,0.0526486,-0.0221856,0,-0.0032028,0,0,0,0.0290501,0.000241324,0.00878742,-1.22534,0.0126929,0.0256277,5.51532e-07,0.76,0.18,0
0.0378836,0.00754891,0.0293308,0.000677813,0.0090026,-0.000550987,0,0,0.0528534,-0.0216444,0,-0.00286513,0,0,0,0.0293414,0.000667221,0.0090026,-1.10123,0.0130037,0.0255476,5.5915e-07,0.78,0.18,0
0.0389426,0.0077863,0.0295621,0.000828176,0.00911709,-0.000577627,0,0,0.0531571,-0.0215512,0,-0.00300366,0,0,0,0.0295737,0.000816569,0.00911709,-1.15118,0.0131691,0.0256354,5.69319e-07,0.8,0.18,0
0.0400099,0.00798844,0.0298073,0.000799799,0.00918212,-0.00063273,0,0,0.0536254,-0.021794,0,-0.0032902,0,0,0,0.0298211,0.000786004,0.00918212,-1.24898,0.0132631,0.0258795,5.84574e-07,0.82,0.18,0
0.0410876,0.00815706,0.0300393,0.000653363,0.00920779,-0.000660567,0,0,0.0541619,-0.0222415,0,-0.00343495,0,0,0,0.0300541,0.000638522,0.00920779,-1.28709,0.0133001,0.0262038,6.01921e-07,0.84,0.18,0
0.0421763,0.00829576,0.0302495,0.00046199,0.00921345,-0.000650541,0,0,0.0546938,-0.0227538,0,-0.00338281,0,0,0,0.0302637,0.000447789,0.00921345,-1.25051,0.0133083,0.0265419,6.19108e-07,0.86,0.18,0
0.0432753,0.00840855,0.0304257,0.000262646,0.00920649,-0.000606854,0,0,0.0551698,-0.023254,0,-0.00315564,0,0,0,0.0304379,0.000250442,0.00920649,-1.15212,0.0132983,0.0268539,6.34468e-07,0.88,0.18,0
0.0443831,0.00849886,0.030566,7.5965e-05,0.00919258,-0.000537478,0,0,0.0555708,-0.0237032,0,-0.00279489,0,0,0,0.0305755,6.64933e-05,0.00919258,-1.00959,0.0132782,0.027123,6.47367e-07,0.9,0.18,0
0.0454982,0.00856939,0.0306735,-8.59017e-05,0.00917627,-0.00044919,0,0,0.0558927,-0.0240817,0,-0.00233579,0,0,0,0.03068,-9.246e-05,0.00917627,-0.836473,0.0132546,0.0273429,6.57677e-07,0.92,0.18,0
0.0466188,0.00862224,0.0307521,-0.000216018,0.00916082,-0.00034737,0,0,0.0561373,-0.0243798,0,-0.00180633,0,0,0,0.030756,-0.000219914,0.00916082,-0.642581,0.0132323,0.0275123,6.65473e-07,0.94,0.18,0
0.0477436,0.00865896,0.0308054,-0.000310642,0.00914843,-0.000236312,0,0,0.0563081,-0.0245936,0,-0.00122882,0,0,0,0.0308072,-0.000312437,0.00914843,-0.435102,0.0132144,0.0276319,6.70895e-07,0.96,0.18,0
0.0488712,0.00868058,0.0308362,-0.000367933,0.00914049,-0.000119525,0,0,0.0564089,-0.0247219,0,-0.000621527,0,0,0,0.0308367,-0.000368391,0.00914049,-0.219462,0.0132029,0.0277029,6.74083e-07,0.98,0.18,0
0.05,0.00868772,0.0308463,-0.000387101,0.00913776,6.86611e-05,0,0,0.0564422,-0.0247646,0,0.000357037,0,0,0,0.0308465,-0.000387252,0.00913776,0.125954,0.013199,0.0277267,6.75148e-07,1,0.18,0
0,0,0.0296606,0.0127117,0.0127117,0.00541821,0,0,0.0440672,-1.0842e-19,0,0.0281747,0,0,0,0.0312446,0.0111276,0.0127117,16.2966,0.0183613,0.0193736,3.65062e-07,0,0.2,0
0.000881343,0.000563494,0.0295467,0.0113429,0.0122669,0.00539775,0,0,0.0449275,-0.00240229,0,0.0280683,0,0,0,0.0310269,0.00986275,0.0122669,15.3347,0.0177188,0.0200703,3.95213e-07,0.02,0.2,0
0.0017971,0.00112262,0.0299912,0.0101731,0.0120493,0.00532305,0,0,0.0466491,-0.00487822,0,0.0276798,0,0,0,0.0313305,0.00883381,0.0120493,14.1221,0.0174045,0.0210737,4.4318e-07,0.04,0.2,0
0.00274731,0.00167283,0.030417,0.00899709,0.0118242,0.00518562,0,0,0.0483412,-0.00735056,0,0.0269652,0,0,0,0.0316064,0.00780773,0.0118242,12.9178,0.0170794,0.0220663,4.90777e-07,0.06,0.2,0
0.00373075,0.0022084,0.0308073,0.00785517,0.0115988,0.00498145,0,0,0.0499423,-0.00973331,0,0.0259035,0,0,0,0.0318419,0.00682065,0.0115988,11.7322,0.0167538,0.0230073,5.35684e-07,0.08,0.2,0
0.004745,0.00272339,0.0311481,0.00678331,0.0113794,0.00471829,0,0,0.0513986,-0.0119499,0,0.0245351,0,0,0,0.0320299,0.00590152,0.0113794,10.5858,0.0164369,0.0238657,5.76073e-07,0.1,0.2,0
0.00578669,0.00321239,0.0314302,0.0058081,0.0111715,0.00441172,0,0,0.0526727,-0.0139448,0,0.022941,0,0,0,0.0321686,0.00506975,0.0111715,9.50103,0.0161366,0.0246217,6.10802e-07,0.12,0.2,0
0.00685191,0.00367097,0.0316505,0.00494524,0.0109787,0.00408047,0,0,0.0537467,-0.0156871,0,0.0212184,0,0,0,0.0322601,0.00433567,0.0109787,8.49638,0.0158582,0.0252666,6.39398e-07,0.14,0.2,0
0.00793656,0.00409584,0.0318107,0.00420085,0.0108035,0.00374258,0,0,0.0546189,-0.0171668,0,0.0194614,0,0,0,0.0323091,0.00370253,0.0108035,7.58426,0.015605,0.0257997,6.61912e-07,0.16,0.2,0
0.00903666,0.00448483,0.0319159,0.00357422,0.010647,0.00341305,0,0,0.055299,-0.0183893,0,0.0177479,0,0,0,0.0323211,0.003169,0.010647,6.77089,0.015379,0.0262253,6.78718e-07,0.18,0.2,0
0.0101485,0.00483666,0.0319724,0.00306048,0.0105099,0.00310288,0,0,0.0558025,-0.0193684,0,0.016135,0,0,0,0.0323016,0.00273123,0.0105099,6.05719,0.0151809,0.0265499,6.90326e-07,0.2,0.2,0
0.0112688,0.0051507,0.0319864,0.00265277,0.0103917,0.00281907,0,0,0.0561461,-0.0201213,0,0.0146592,0,0,0,0.0322548,0.0023843,0.0103917,5.44,0.0150103,0.0267803,6.97241e-07,0.22,0.2,0
0.0123944,0.00542669,0.0319627,0.00234347,0.0102919,0.00256508,0,0,0.0563442,-0.0206658,0,0.0133384,0,0,0,0.0321832,0.00212297,0.0102919,4.91318,0.014866,0.0269219,6.99877e-07,0.24,0.2,0
0.0135225,0.00566446,0.0319041,0.00212478,0.0102087,0.0023413,0,0,0.0564082,-0.0210181,0,0.0121748,0,0,0,0.0320871,0.00194183,0.0102087,4.46811,0.0147459,0.0269791,6.98509e-07,0.26,0.2,0
0.0146507,0.00586374,0.0318108,0.0019885,0.0101398,0.00214537,0,0,0.0563447,-0.0211934,0,0.0111559,0,0,0,0.0319644,0.00183495,0.0101398,4.09368,0.0146464,0.0269543,6.93269e-07,0.28,0.2,0
0.0157763,0.00602382,0.0316804,0.00192509,0.0100817,0.00197199,0,0,0.0561568,-0.0212071,0,0.0102544,0,0,0,0.0318106,0.00179497,0.0100817,3.77519,0.0145624,0.0268491,6.84157e-07,0.3,0.2,0
0.016897,0.00614326,0.0315082,0.00192184,0.010029,0.00181197,0,0,0.055846,-0.0210787,0,0.00942225,0,0,0,0.0316188,0.00181128,0.010029,3.49159,0.0144864,0.0266659,6.71129e-07,0.32,0.2,0
0.0180102,0.00621947,0.0312897,0.00195883,0.00997457,0.0016502,0,0,0.0554194,-0.0208409,0,0.00858105,0,0,0,0.0313823,0.00186628,0.00997457,3.21004,0.0144077,0.0264124,6.54361e-07,0.34,0.2,0
0.0191137,0.0062482,0.0310346,0.00200247,0.00991113,0.00146311,0,0,0.0549211,-0.0205625,0,0.00760816,0,0,0,0.0311082,0.00192892,0.00991113,2.87776,0.0143161,0.0261195,6.35297e-07,0.36,0.2,0
0.020207,0.00622316,0.030793,0.00197788,0.00983126,0.00123815,0,0,0.0545005,-0.0204188,0,0.00643838,0,0,0,0.0308461,0.00192478,0.00983126,2.4559,0.0142007,0.0258899,6.19063e-07,0.38,0.2,0
0.0212938,0.00614042,0.0305373,0.00165855,0.00965875,0.00100069,0,0,0.0542842,-0.0208005,0,0.00520359,0,0,0,0.0305719,0.00162391,0.00965875,1.98221,0.0139515,0.0258835,6.09843e-07,0.4,0.2,0
0.0223784,0.0059994,0.0304279,0.00107273,0.0094502,0.000938278,0,0,0.0545421,-0.0217814,0,0.00487905,0,0,0,0.0304579,0.00104277,0.0094502,1.82885,0.0136503,0.0262417,6.17097e-07,0.42,0.2,0
0.0234754,0.00582227,0.0299909,-8.71784e-05,0.00897111,0.00102009,0,0,0.0546514,-0.0235516,0,0.00530449,0,0,0,0.0300254,-0.000121735,0.00897111,1.94021,0.0129583,0.0267845,6.17153e-07,0.44,0.2,0
0.0245644,0.00561039,0.0306945,-0.000551657,0.00904286,0.00174786,0,0,0.0562943,-0.0249457,0,0.00908888,0,0,0,0.030792,-0.000649126,0.00904286,3.19176,0.0130619,0.0278882,6.77429e-07,0.46,0.2,0
0.0257272,0.00541311,0.0351293,-0.000687592,0.0103325,0.00162249,0,0,0.0451466,-0.0198651,0,0.00677559,0,0,0,0.035216,-0.000774289,0.0103325,2.81824,0.0149248,0.0319212,1.12985e-06,0.48,0.2,0
0.0265002,0.00539049,0.0283338,-0.00103027,0.00819107,0.000799922,0,0,0.0358482,-0.0163007,0,0.00399123,0,0,0,0.0283841,-0.00108054,0.00819107,2.04667,0.0118315,0.0260951,6.47139e-07,0.5,0.2,0
0.0271051,0.00539461,0.033922,-0.000501484,0.0100261,0.000607506,0,0,0.0310646,-0.0136859,0,0.00157952,0,0,0,0.0339327,-0.000512202,0.0100261,1.01074,0.0144822,0.0305698,9.01095e-07,0.52,0.2,0
0.0277428,0.00539214,0.0357412,0.000187074,0.0107785,0.000273211,0,0,0.0324516,-0.0137688,0,0.000710349,0,0,0,0.0357433,0.000184974,0.0107785,0.440247,0.0155689,0.0316217,1.03087e-06,0.54,0.2,0
0.0284032,0.00540647,0.0367725,0.000511152,0.0111851,7.07631e-05,0,0,0.0332636,-0.0138761,0,0.000183984,0,0,0,0.0367726,0.000511014,0.0111851,0.111811,0.0161562,0.0322766,1.11176e-06,0.56,0.2,0
0.0290733,0.00543382,0.0371616,0.000601022,0.0113288,-0.000165541,0,0,0.0335826,-0.0139461,0,-0.000430406,0,0,0,0.0371623,0.000600272,0.0113288,-0.25942,0.0163638,0.0325519,1.14458e-06,0.58,0.2,0
0.0297465,0.00547435,0.037152,0.000561084,0.0113139,-0.000396831,0,0,0.0335895,-0.0139787,0,-0.00103176,0,0,0,0.0371563,0.000556781,0.0113139,-0.621278,0.0163424,0.0325812,1.14553e-06,0.6,0.2,0
0.0304169,0.00552858,0.0367412,0.000388198,0.0111388,-0.000622956,0,0,0.0332831,-0.0139758,0,-0.00161969,0,0,0,0.0367519,0.000377526,0.0111388,-0.981453,0.0160894,0.0323646,1.11436e-06,0.62,0.2,0
