"Displacements:0","Displacements:1","Stress/Strain:0","Stress/Strain:1","Stress/Strain:2","Stress/Strain:3","Stress/Strain:4","Stress/Strain:5","Stress/Strain:6","Stress/Strain:7","Stress/Strain:8","Stress/Strain:9","Stress/Strain:10","Stress/Strain:11","Stress/Strain:12","Principal Stress:0","Principal Stress:1","Principal Stress:2","Principal Stress:3","Principal Stress:4","Principal Stress:5","Principal Stress:6","nodes:0","nodes:1","nodes:2"
0.0258585,0.000449316,0.024351,-0.00133265,0.0069055,-0.00199587,0,0,0.0453582,-0.0214192,0,-0.0103785,0,0,0,0.0245051,-0.00148682,0.0069055,-4.41711,0.0099746,0.0229756,3.54399e-07,0.52,0.54,0
0.026728,0.000518578,0.0229068,-0.00114301,0.00652914,-0.00157215,0,0,0.042582,-0.0199476,0,-0.00817519,0,0,0,0.0230092,-0.00124534,0.00652914,-3.72434,0.00943099,0.0214513,2.91673e-07,0.54,0.54,0
0.0275617,0.000557229,0.0222557,-0.0011177,0.00634141,-0.000919802,0,0,0.0413772,-0.0193937,0,-0.00478297,0,0,0,0.0222919,-0.00115384,0.00634141,-2.25009,0.00915981,0.02074,2.64672e-07,0.56,0.54,0
0.0283831,0.00058056,0.0220357,-0.00114662,0.00626673,-0.000284957,0,0,0.0409994,-0.0192747,0,-0.00148178,0,0,0,0.0220392,-0.00115012,0.00626673,-0.704138,0.00905194,0.0205125,2.55873e-07,0.58,0.54,0
0.0292017,0.00059202,0.0220075,-0.00125738,0.00622504,0.000332558,0,0,0.0410344,-0.0194543,0,0.0017293,0,0,0,0.0220123,-0.00126213,0.00622504,0.818787,0.00899172,0.020579,2.56115e-07,0.6,0.54,0
0.0300245,0.00059124,0.0221737,-0.0014536,0.00621602,0.000963731,0,0,0.0414899,-0.019941,0,0.0050114,0,0,0,0.0222129,-0.00149284,0.00621602,2.33187,0.0089787,0.0209439,2.6546e-07,0.62,0.54,0
0.0308613,0.000573972,0.0227856,-0.00171226,0.00632201,0.00160465,0,0,0.0428054,-0.0208891,0,0.0083442,0,0,0,0.0228903,-0.00181692,0.00632201,3.73172,0.00913179,0.0218082,2.93471e-07,0.64,0.54,0
0.0317367,0.000523159,0.0241995,-0.00216631,0.00660994,0.00199637,0,0,0.0457327,-0.0228183,0,0.0103811,0,0,0,0.0243498,-0.00231662,0.00660994,4.30561,0.0095477,0.0235104,3.57717e-07,0.66,0.54,0
0.0326906,0.000363943,0.0252917,-0.00247464,0.00684512,0.00234277,0,0,0.0479611,-0.0242314,0,0.0121824,0,0,0,0.025488,-0.00267092,0.00684512,4.78919,0.00988739,0.0248096,4.13266e-07,0.68,0.54,0
0.0336552,0.000148632,0.0265404,-0.00187448,0.00739977,0.00151711,0,0,0.0497656,-0.0241131,0,0.00788899,0,0,0,0.0266212,-0.00195525,0.00739977,3.04756,0.0106886,0.0252348,4.59367e-07,0.7,0.54,0
0.0346813,-4.8941e-05,0.028005,-0.000900258,0.00813141,0.00127073,0,0,0.0516712,-0.0234823,0,0.00660779,0,0,0,0.0280607,-0.000956014,0.00813141,2.51237,0.0117454,0.0257073,5.19267e-07,0.72,0.54,0
0.035722,-0.000247541,0.0286053,-0.000381422,0.00846715,0.00098435,0,0,0.0523591,-0.0230063,0,0.00511862,0,0,0,0.0286386,-0.000414811,0.00846715,1.94271,0.0122303,0.0257864,5.41379e-07,0.74,0.54,0
0.0367756,-0.000432113,0.0291024,0.000177453,0.00878396,0.000865913,0,0,0.052828,-0.0223769,0,0.00450275,0,0,0,0.0291283,0.000151554,0.00878396,1.71319,0.0126879,0.0257688,5.57894e-07,0.76,0.54,0
0.0378351,-0.000598411,0.0294436,0.000567761,0.00900342,0.000830754,0,0,0.0531446,-0.0219327,0,0.00431992,0,0,0,0.0294675,0.000543881,0.00900342,1.64657,0.0130049,0.0257577,5.69164e-07,0.78,0.54,0
0.0389014,-0.000740178,0.0297496,0.000817156,0.00917004,0.000859955,0,0,0.053507,-0.0217175,0,0.00447177,0,0,0,0.0297752,0.000791618,0.00917004,1.70099,0.0132456,0.0258342,5.81726e-07,0.8,0.54,0
0.0399754,-0.000856085,0.0300255,0.000914103,0.00928188,0.000896379,0,0,0.0539334,-0.0217562,0,0.00466117,0,0,0,0.0300531,0.000886528,0.00928188,1.76199,0.0134072,0.0260059,5.96138e-07,0.82,0.54,0
0.0410587,-0.000947408,0.0302851,0.000907618,0.00935782,0.00090933,0,0,0.054411,-0.0219705,0,0.00472852,0,0,0,0.0303132,0.000879499,0.00935782,1.77123,0.0135168,0.0262427,6.12101e-07,0.84,0.54,0
0.0421519,-0.00101746,0.0305203,0.000838976,0.0094078,0.000884153,0,0,0.0548926,-0.0222789,0,0.0045976,0,0,0,0.0305467,0.000812662,0.0094078,1.70472,0.013589,0.0265032,6.28113e-07,0.86,0.54,0
0.0432544,-0.00107002,0.0307254,0.000742241,0.00944029,0.000821233,0,0,0.0553412,-0.0226149,0,0.00427041,0,0,0,0.0307479,0.000719764,0.00944029,1.56776,0.013636,0.0267558,6.42977e-07,0.88,0.54,0
0.0443655,-0.00110866,0.0308964,0.000638722,0.00946052,0.000726521,0,0,0.0557332,-0.0229367,0,0.00377791,0,0,0,0.0309138,0.000621287,0.00946052,1.37468,0.0136652,0.0269816,6.55925e-07,0.9,0.54,0
0.0454838,-0.00113641,0.0310329,0.000541873,0.00947245,0.000607169,0,0,0.0560573,-0.0232195,0,0.00315728,0,0,0,0.031045,0.000529787,0.00947245,1.14033,0.0136824,0.027171,6.66603e-07,0.92,0.54,0
0.0466078,-0.00115564,0.0311365,0.000460176,0.00947901,0.000469691,0,0,0.0563095,-0.023449,0,0.00244239,0,0,0,0.0311437,0.000452986,0.00947901,0.876991,0.0136919,0.0273199,6.7489e-07,0.94,0.54,0
0.0477361,-0.00116814,0.0312089,0.000398864,0.00948232,0.000319638,0,0,0.056489,-0.023617,0,0.00166212,0,0,0,0.0312122,0.000395548,0.00948232,0.594329,0.0136967,0.0274265,6.80774e-07,0.96,0.54,0
0.0488674,-0.00117517,0.0312516,0.000361018,0.00948378,0.00016171,0,0,0.0565963,-0.0237192,0,0.000840893,0,0,0,0.0312524,0.000360171,0.00948378,0.299929,0.0136988,0.0274904,6.84285e-07,0.98,0.54,0
0.05,-0.00117743,0.0312657,0.000348238,0.00948418,-2.1747e-05,0,0,0.056632,-0.0237535,0,-0.000113085,0,0,0,0.0312657,0.000348223,0.00948418,-0.0403012,0.0136994,0.0275118,6.85452e-07,1,0.54,0
0,0,0.0284211,0.0121805,0.0121805,-0.00151276,0,0,0.0422256,0,0,-0.00786637,0,0,0,0.0285608,0.0120408,0.0121805,-5.27644,0.017594,0.0164506,2.28595e-07,0,0.56,0
0.000844512,-0.000157327,0.028347,0.0113281,0.0119025,-0.00151097,0,0,0.0427556,-0.0014935,0,-0.00785705,0,0,0,0.0284801,0.011195,0.0119025,-5.03436,0.0171926,0.0169424,2.48308e-07,0.02,0.56,0
0.00171023,-0.000302935,0.0286274,0.0106336,0.0117783,-0.00146517,0,0,0.0438076,-0.00297619,0,-0.00761887,0,0,0,0.0287459,0.0105151,0.0117783,-4.62479,0.0170131,0.0176332,2.76721e-07,0.04,0.56,0
0.00259682,-0.000438063,0.0289001,0.00994966,0.0116549,-0.00143511,0,0,0.0448375,-0.00443371,0,-0.0074626,0,0,0,0.0290082,0.00984159,0.0116549,-4.30627,0.0168349,0.0183273,3.05757e-07,0.06,0.56,0
0.00350372,-0.000563591,0.0291613,0.00928201,0.011533,-0.00141716,0,0,0.0458337,-0.00585259,0,-0.00736926,0,0,0,0.0292619,0.00918149,0.011533,-4.05718,0.0166588,0.019014,3.3492e-07,0.08,0.56,0
0.00443016,-0.000680096,0.0294073,0.00863603,0.011413,-0.00140844,0,0,0.0467851,-0.00722009,0,-0.00732391,0,0,0,0.0295023,0.00854096,0.011413,-3.86152,0.0164854,0.0196831,3.63705e-07,0.1,0.56,0
0.00537513,-0.000787894,0.0296342,0.00801674,0.0112953,-0.00140669,0,0,0.0476812,-0.0085242,0,-0.0073148,0,0,0,0.0297253,0.00792559,0.0112953,-3.70752,0.0163154,0.0203255,3.91609e-07,0.12,0.56,0
0.00633741,-0.000887075,0.0298385,0.00742868,0.0111801,-0.00141009,0,0,0.0485116,-0.00975381,0,-0.00733247,0,0,0,0.0299269,0.0073403,0.0111801,-3.58637,0.0161491,0.0209325,4.18138e-07,0.14,0.56,0
0.0073156,-0.00097752,0.0300165,0.00687583,0.0110677,-0.00141708,0,0,0.0492669,-0.0108989,0,-0.00736882,0,0,0,0.030103,0.00678937,0.0110677,-3.49127,0.0159867,0.0214962,4.42809e-07,0.16,0.56,0
0.00830809,-0.00105891,0.0301649,0.00636148,0.0109579,-0.00142615,0,0,0.0499381,-0.0119507,0,-0.00741601,0,0,0,0.03025,0.00627634,0.0109579,-3.41653,0.0158281,0.0220095,4.65169e-07,0.18,0.56,0
0.00931312,-0.00113073,0.03028,0.00588804,0.0108504,-0.00143565,0,0,0.0505169,-0.0129022,0,-0.00746537,0,0,0,0.0303642,0.00580384,0.0108504,-3.35683,0.0156728,0.0224663,4.84796e-07,0.2,0.56,0
0.0103288,-0.00119224,0.0303586,0.00545686,0.0107446,-0.00144351,0,0,0.0509963,-0.0137482,0,-0.00750623,0,0,0,0.030442,0.00537346,0.0107446,-3.30657,0.01552,0.0228612,5.01318e-07,0.22,0.56,0
0.011353,-0.00124243,0.0303973,0.00506788,0.0106396,-0.00144706,0,0,0.0513702,-0.0144864,0,-0.00752471,0,0,0,0.0304797,0.00498548,0.0106396,-3.25914,0.0153683,0.0231901,5.14425e-07,0.24,0.56,0
0.0123836,-0.00128001,0.0303933,0.00471922,0.0105338,-0.0014428,0,0,0.0516349,-0.0151178,0,-0.00750257,0,0,0,0.0304742,0.00463839,0.0105338,-3.20638,0.0152154,0.0234506,5.23893e-07,0.26,0.56,0
0.0134184,-0.00130333,0.0303442,0.00440652,0.0104252,-0.00142627,0,0,0.0517893,-0.0156486,0,-0.00741661,0,0,0,0.0304223,0.00432833,0.0104252,-3.138,0.0150586,0.0236427,5.29626e-07,0.28,0.56,0
0.0144551,-0.00131037,0.0302486,0.00412193,0.0103112,-0.00139216,0,0,0.0518373,-0.016092,0,-0.00723926,0,0,0,0.0303226,0.00404796,0.0103112,-3.04154,0.0148939,0.0237701,5.31716e-07,0.3,0.56,0
0.0154919,-0.00129873,0.0301073,0.00385271,0.010188,-0.00133508,0,0,0.0517902,-0.0164718,0,-0.00694241,0,0,0,0.030175,0.003785,0.010188,-2.90358,0.014716,0.0238423,5.30528e-07,0.32,0.56,0
0.0165268,-0.00126574,0.0299229,0.00357945,0.0100507,-0.0012513,0,0,0.0516678,-0.0168253,0,-0.00650676,0,0,0,0.0299822,0.00352015,0.0100507,-2.71337,0.0145177,0.0238763,5.26753e-07,0.34,0.56,0
0.0175586,-0.00120878,0.0296997,0.00327622,0.00989276,-0.00114229,0,0,0.0514979,-0.017203,0,-0.00593989,0,0,0,0.029749,0.00322693,0.00989276,-2.47075,0.0142895,0.0238969,5.21369e-07,0.36,0.56,0
0.0185867,-0.00112585,0.0294376,0.00291185,0.00970482,-0.00101753,0,0,0.0513051,-0.0176617,0,-0.00529113,0,0,0,0.0294765,0.00287288,0.00970482,-2.19357,0.0140181,0.0239306,5.15251e-07,0.38,0.56,0
0.0196108,-0.00101619,0.029133,0.0024649,0.00947936,-0.000897588,0,0,0.0510994,-0.0182376,0,-0.00466746,0,0,0,0.0291631,0.00243472,0.00947936,-1.92554,0.0136924,0.0239947,5.08764e-07,0.4,0.56,0
0.0206306,-0.000881217,0.0287572,0.00191905,0.00920286,-0.000802158,0,0,0.0508412,-0.0189379,0,-0.00417122,0,0,0,0.0287811,0.00189509,0.00920286,-1.71047,0.013293,0.0240787,5.00638e-07,0.42,0.56,0
0.0216444,-0.000723719,0.0282988,0.00131069,0.00888285,-0.000754542,0,0,0.0504815,-0.0196876,0,-0.00392362,0,0,0,0.0283199,0.00128961,0.00888285,-1.60023,0.0128308,0.0241463,4.89333e-07,0.44,0.56,0
0.0226499,-0.00054926,0.0276512,0.000593986,0.00847356,-0.000718836,0,0,0.0498619,-0.0204869,0,-0.00373795,0,0,0,0.0276703,0.000574902,0.00847356,-1.52076,0.0122396,0.0241357,4.70004e-07,0.46,0.56,0
0.0236389,-0.000359459,0.0270566,-2.3264e-05,0.00811,-0.000724084,0,0,0.0492612,-0.0211465,0,-0.00376524,0,0,0,0.027076,-4.26114e-05,0.00811,-1.53057,0.0117144,0.0240997,4.51368e-07,0.48,0.56,0
0.0246204,-0.000169376,0.0262517,-0.00110769,0.00754321,-0.000694005,0,0,0.0486421,-0.0224923,0,-0.00360883,0,0,0,0.0262693,-0.00112528,0.00754321,-1.45213,0.0108957,0.0242515,4.29585e-07,0.5,0.56,0
0.0255846,-1.2921e-05,0.0254138,-0.00188249,0.00705939,-0.000909468,0,0,0.0477214,-0.0232489,0,-0.00472923,0,0,0,0.025444,-0.00191275,0.00705939,-1.90619,0.0101969,0.0241546,4.01665e-07,0.52,0.56,0
0.0265292,8.75447e-05,0.0248128,-0.00168779,0.00693749,-0.000874774,0,0,0.0464757,-0.0224257,0,-0.00454882,0,0,0,0.0248416,-0.00171663,0.00693749,-1.88857,0.0100208,0.0234605,3.71899e-07,0.54,0.56,0
0.0274436,0.000141593,0.0241915,-0.00161319,0.00677351,-0.000588477,0,0,0.0452869,-0.0218054,0,-0.00306008,0,0,0,0.024205,-0.0016266,0.00677351,-1.30573,0.00978395,0.022822,3.43473e-07,0.56,0.56,0
0.0283407,0.000169371,0.023878,-0.00163849,0.00667186,-0.000170948,0,0,0.044736,-0.0216069,0,-0.000888927,0,0,0,0.0238792,-0.00163964,0.00667186,-0.383829,0.00963713,0.0225431,3.30203e-07,0.58,0.56,0
0.0292331,0.000177218,0.0238559,-0.00174632,0.00663288,0.00027071,0,0,0.0447799,-0.0217859,0,0.00140769,0,0,0,0.0238588,-0.00174918,0.00663288,0.605737,0.00958082,0.0226137,3.30655e-07,0.6,0.56,0
0.0301319,0.000164615,0.0241287,-0.00193887,0.00665694,0.000679311,0,0,0.0454265,-0.0223491,0,0.00353242,0,0,0,0.0241464,-0.00195656,0.00665694,1.49176,0.00961558,0.0230373,3.44948e-07,0.62,0.56,0
0.0310501,0.000123976,0.0247153,-0.00224019,0.00674254,0.000943397,0,0,0.0467292,-0.0233551,0,0.00490567,0,0,0,0.0247483,-0.00227317,0.00674254,2.00199,0.00973922,0.0238291,3.74614e-07,0.64,0.56,0
0.032001,3.33776e-05,0.0252836,-0.00266872,0.00678445,0.000934478,0,0,0.0480977,-0.0245783,0,0.00485928,0,0,0,0.0253148,-0.00269993,0.00678445,1.91262,0.00979976,0.0246794,4.05455e-07,0.66,0.56,0
0.032974,-0.000118747,0.0260912,-0.00210335,0.00719636,0.000654689,0,0,0.0491266,-0.0241792,0,0.00340438,0,0,0,0.0261064,-0.00211854,0.00719636,1.32948,0.0103947,0.0249099,4.35997e-07,0.68,0.56,0
0.0339661,-0.000310968,0.026872,-0.00119001,0.00770459,0.000615927,0,0,0.0498352,-0.023126,0,0.00320282,0,0,0,0.0268855,-0.00120353,0.00770459,1.25677,0.0111288,0.0248621,4.61356e-07,0.7,0.56,0
0.0349674,-0.00050889,0.0274404,-0.000749673,0.00800723,0.00054556,0,0,0.0505264,-0.022768,0,0.00283691,0,0,0,0.027451,-0.000760227,0.00800723,1.10829,0.011566,0.025008,4.83144e-07,0.72,0.56,0
0.0359872,-0.000696951,0.0280684,-0.000218266,0.00835504,0.000514643,0,0,0.0512548,-0.0222906,0,0.00267614,0,0,0,0.0280778,-0.000227626,0.00835504,1.04197,0.0120684,0.0251381,5.06833e-07,0.74,0.56,0
0.0370176,-0.000873317,0.0285163,0.000197365,0.0086141,0.000494851,0,0,0.0517457,-0.0218835,0,0.00257323,0,0,0,0.0285249,0.00018872,0.0086141,1.00079,0.0124426,0.0252029,5.2313e-07,0.76,0.56,0
0.038057,-0.00103225,0.0288899,0.000535897,0.00882773,0.000521824,0,0,0.0521616,-0.0215588,0,0.00271349,0,0,0,0.0288995,0.000526297,0.00882773,1.05399,0.0127512,0.0252668,5.37028e-07,0.78,0.56,0
0.0391041,-0.00117071,0.0292034,0.000757025,0.00898814,0.000572336,0,0,0.0525598,-0.0214009,0,0.00297615,0,0,0,0.0292149,0.000745514,0.00898814,1.15216,0.0129829,0.0253729,5.50184e-07,0.8,0.56,0
0.0401594,-0.00128712,0.0294873,0.000872361,0.00910789,0.000625449,0,0,0.0529864,-0.0214124,0,0.00325234,0,0,0,0.0295009,0.000858697,0.00910789,1.25154,0.0131558,0.0255373,5.64139e-07,0.82,0.56,0
0.0412235,-0.00138209,0.0297466,0.000900422,0.0091941,0.000659094,0,0,0.0534365,-0.0215636,0,0.00342729,0,0,0,0.0297616,0.00088537,0.0091941,1.30822,0.0132804,0.0257478,5.78793e-07,0.84,0.56,0
0.0422968,-0.0014576,0.029982,0.000870442,0.00925573,0.00066215,0,0,0.0538883,-0.0218018,0,0.00344318,0,0,0,0.0299971,0.000855389,0.00925573,1.30231,0.0133694,0.0259808,5.93492e-07,0.86,0.56,0
0.0433791,-0.00151632,0.0301894,0.000807633,0.00929912,0.000631876,0,0,0.0543148,-0.0220779,0,0.00328575,0,0,0,0.030203,0.00079405,0.00929912,1.23143,0.0134321,0.0262126,6.07373e-07,0.88,0.56,0
0.0444694,-0.001561,0.0303657,0.000731564,0.00932919,0.000571192,0,0,0.054695,-0.0223538,0,0.0029702,0,0,0,0.0303768,0.000720558,0.00932919,1.10382,0.0134755,0.0264254,6.19753e-07,0.9,0.56,0
0.0455669,-0.00159413,0.0305093,0.000655797,0.00934953,0.000485335,0,0,0.0550154,-0.0226037,0,0.00252374,0,0,0,0.0305172,0.000647908,0.00934953,0.931141,0.0135049,0.0266079,6.30185e-07,0.92,0.56,0
0.0466701,-0.00161777,0.0306199,0.000589461,0.0093628,0.000380048,0,0,0.0552684,-0.0228107,0,0.00197625,0,0,0,0.0306247,0.000584652,0.0093628,0.724948,0.013524,0.0267538,6.38424e-07,0.94,0.56,0
0.0477776,-0.00163353,0.0306981,0.000538512,0.00937097,0.000260799,0,0,0.0554504,-0.0229644,0,0.00135616,0,0,0,0.0307003,0.000536257,0.00937097,0.495406,0.0135358,0.0268595,6.4435e-07,0.96,0.56,0
0.0488881,-0.00164254,0.0307446,0.000506625,0.00937536,0.000132585,0,0,0.05556,-0.0230587,0,0.000689445,0,0,0,0.0307452,0.000506044,0.00937536,0.25122,0.0135422,0.0269234,6.47915e-07,0.98,0.56,0
0.05,-0.00164547,0.03076,0.000495788,0.00937675,-2.8169e-05,0,0,0.0555965,-0.0230905,0,-0.000146479,0,0,0,0.0307601,0.000495762,0.00937675,-0.0533291,0.0135442,0.0269448,6.49107e-07,1,0.56,0
0,0,0.0282319,0.0120994,0.0120994,-0.00179525,0,0,0.0419445,4.87891e-19,0,-0.00933531,0,0,0,0.0284293,0.011902,0.0120994,-6.27371,0.0174769,0.0164294,2.27658e-07,0,0.58,0
0.000838891,-0.000186706,0.0281605,0.0112725,0.0118299,-0.00179139,0,0,0.0424596,-0.00144932,0,-0.00931522,0,0,0,0.0283484,0.0110845,0.0118299,-5.98882,0.0170876,0.0169036,2.46435e-07,0.02,0.58,0
0.00169838,-0.000361574,0.0284322,0.0105933,0.0117076,-0.0017401,0,0,0.0434838,-0.00289731,0,-0.00904853,0,0,0,0.0286003,0.0104251,0.0117076,-5.51961,0.016911,0.0175691,2.7353e-07,0.04,0.58,0
0.00257824,-0.000525533,0.0286964,0.00992073,0.0115851,-0.00170035,0,0,0.0444892,-0.00432745,0,-0.00884181,0,0,0,0.0288491,0.00976799,0.0115851,-5.13314,0.0167341,0.0182406,3.01295e-07,0.06,0.58,0
0.00347795,-0.000679174,0.0289487,0.00926135,0.011463,-0.00166864,0,0,0.0454628,-0.00572432,0,-0.00867693,0,0,0,0.0290891,0.00912092,0.011463,-4.81049,0.0165577,0.0189063,3.29201e-07,0.08,0.58,0
0.00439675,-0.000822801,0.0291849,0.00862124,0.0113418,-0.00164223,0,0,0.046392,-0.00707357,0,-0.0085396,0,0,0,0.0293152,0.00849091,0.0113418,-4.53736,0.0163827,0.0195553,3.56713e-07,0.1,0.58,0
0.00533363,-0.000956479,0.0294009,0.00800593,0.0112221,-0.00161898,0,0,0.0472651,-0.00836195,0,-0.00841868,0,0,0,0.0295228,0.00788411,0.0112221,-4.30296,0.0162096,0.0201778,3.83302e-07,0.12,0.58,0
0.00628736,-0.00108007,0.029593,0.00742033,0.011104,-0.00159719,0,0,0.0480713,-0.0095775,0,-0.00830539,0,0,0,0.0297074,0.00730587,0.011104,-4.09906,0.0160391,0.0207647,4.08457e-07,0.14,0.58,0
0.00725649,-0.00119324,0.0297573,0.00686862,0.0109878,-0.00157545,0,0,0.0488007,-0.0107098,0,-0.00819235,0,0,0,0.0298652,0.00676069,0.0109878,-3.9191,0.0158712,0.0213078,4.3169e-07,0.16,0.58,0
0.00823939,-0.00129551,0.0298905,0.00635404,0.0108734,-0.00155241,0,0,0.0494445,-0.0117502,0,-0.00807252,0,0,0,0.0299924,0.00625209,0.0108734,-3.7574,0.015706,0.0218002,4.52559e-07,0.18,0.58,0
0.00923427,-0.00138622,0.0299894,0.00587876,0.0107604,-0.00152655,0,0,0.0499952,-0.0126923,0,-0.00793808,0,0,0,0.0300856,0.00578249,0.0107604,-3.60845,0.0155428,0.0222361,4.70674e-07,0.2,0.58,0
0.0102392,-0.00146453,0.030051,0.00544365,0.0106484,-0.00149604,0,0,0.0504468,-0.0135324,0,-0.0077794,0,0,0,0.0301416,0.00535303,0.0106484,-3.46636,0.015381,0.0226109,4.85713e-07,0.22,0.58,0
0.0112521,-0.00152942,0.030073,0.005048,0.0105363,-0.00145848,0,0,0.0507955,-0.0142696,0,-0.00758408,0,0,0,0.0301577,0.00496329,0.0105363,-3.32424,0.0152191,0.0229218,4.97447e-07,0.24,0.58,0
0.012271,-0.00157964,0.0300534,0.00468912,0.0104228,-0.00141084,0,0,0.0510398,-0.0149075,0,-0.00733635,0,0,0,0.0301317,0.00461088,0.0104228,-3.17391,0.0150551,0.0231682,5.05754e-07,0.26,0.58,0
0.0132937,-0.00161369,0.0299913,0.0043618,0.0103059,-0.00134947,0,0,0.0511819,-0.0154547,0,-0.00701723,0,0,0,0.0300621,0.00429094,0.0103059,-3.00572,0.0148863,0.0233521,5.1066e-07,0.28,0.58,0
0.0143183,-0.00162984,0.0298866,0.00405764,0.0101833,-0.00127042,0,0,0.0512287,-0.0159267,0,-0.0066062,0,0,0,0.029949,0.0039953,0.0101833,-2.80911,0.0147092,0.0234794,5.12378e-07,0.3,0.58,0
0.0153429,-0.00162619,0.0297412,0.00376424,0.0100516,-0.00117024,0,0,0.0511928,-0.0163472,0,-0.00608523,0,0,0,0.0297938,0.00371163,0.0100516,-2.57417,0.014519,0.0235609,5.11339e-07,0.32,0.58,0
0.016366,-0.00160075,0.0295579,0.00346492,0.00990683,-0.00104737,0,0,0.0510927,-0.016749,0,-0.00544631,0,0,0,0.0295998,0.00342295,0.00990683,-2.29493,0.0143099,0.0236123,5.08187e-07,0.34,0.58,0
0.0173866,-0.0015518,0.0293396,0.00313925,0.00974365,-0.000903884,0,0,0.0509494,-0.0171714,0,-0.0047002,0,0,0,0.0293707,0.00310811,0.00974365,-1.97352,0.0140742,0.0236535,5.03667e-07,0.36,0.58,0
0.018404,-0.00147817,0.0290881,0.00276688,0.00955649,-0.000747002,0,0,0.0507822,-0.017653,0,-0.00388441,0,0,0,0.0291093,0.00274569,0.00955649,-1.62432,0.0138038,0.0237038,4.98429e-07,0.38,0.58,0
0.0194179,-0.0013798,0.0287995,0.00233047,0.00933899,-0.000587389,0,0,0.0505973,-0.0182222,0,-0.00305442,0,0,0,0.0288125,0.00231744,0.00933899,-1.27065,0.0134897,0.0237751,4.92671e-07,0.4,0.58,0
0.0204279,-0.00125787,0.0284704,0.00182645,0.00908904,-0.000437363,0,0,0.0503914,-0.0188827,0,-0.00227429,0,0,0,0.0284775,0.00181927,0.00908904,-0.94018,0.0131286,0.0238687,4.86195e-07,0.42,0.58,0
0.0214335,-0.00111525,0.028087,0.00124827,0.00880057,-0.000298619,0,0,0.0501446,-0.019636,0,-0.00155282,0,0,0,0.0280903,0.00124494,0.00880057,-0.637393,0.0127119,0.0239776,4.78241e-07,0.44,0.58,0
0.0224337,-0.000955642,0.0276913,0.00062406,0.0084946,-0.000177712,0,0,0.0499114,-0.0204634,0,-0.0009241,0,0,0,0.0276924,0.000622893,0.0084946,-0.376157,0.01227,0.0241172,4.70209e-07,0.46,0.58,0
0.02343,-0.000786459,0.0272647,-0.000137862,0.00813804,-7.7455e-05,0,0,0.0497292,-0.0215173,0,-0.000402766,0,0,0,0.0272649,-0.000138081,0.00813804,-0.161949,0.0117549,0.0243439,4.62593e-07,0.48,0.58,0
0.0244228,-0.000621449,0.026807,-0.00098882,0.00774545,-9.54321e-05,0,0,0.04956,-0.0227091,0,-0.000496247,0,0,0,0.0268073,-0.000989147,0.00774545,-0.196712,0.0111879,0.02462,4.53973e-07,0.5,0.58,0
0.0254124,-0.000480639,0.0263424,-0.0016354,0.00741211,-0.000194489,0,0,0.0492188,-0.0235235,0,-0.00101134,0,0,0,0.0263438,-0.00163675,0.00741211,-0.398268,0.0107064,0.0247306,4.40868e-07,0.52,0.58,0
0.0263916,-0.000378452,0.0259068,-0.00189492,0.00720357,-0.000280994,0,0,0.0486285,-0.0236561,0,-0.00146117,0,0,0,0.0259097,-0.00189776,0.00720357,-0.579014,0.0104052,0.0245561,4.23439e-07,0.54,0.58,0
0.0273575,-0.000314987,0.0255521,-0.00192892,0.00708695,-0.000217126,0,0,0.0480093,-0.0234413,0,-0.00112905,0,0,0,0.0255538,-0.00193064,0.00708695,-0.452653,0.0102367,0.0242666,4.07013e-07,0.56,0.58,0
0.028312,-0.000283717,0.0253216,-0.00198256,0.0070017,-3.71019e-05,0,0,0.0476317,-0.0233591,0,-0.00019293,0,0,0,0.0253216,-0.00198261,0.0070017,-0.0778554,0.0101136,0.0241025,3.9692e-07,0.58,0.58,0
0.0292628,-0.000279416,0.0253026,-0.00208566,0.00696507,0.000180039,0,0,0.0476775,-0.0235319,0,0.000936201,0,0,0,0.0253037,-0.00208685,0.00696507,0.376617,0.0100607,0.0241711,3.97431e-07,0.6,0.58,0
0.0302191,-0.000302724,0.0254961,-0.00223984,0.00697687,0.000346875,0,0,0.0481499,-0.0239634,0,0.00180375,0,0,0,0.0255004,-0.00224418,0.00697687,0.716413,0.0100777,0.0244736,4.08578e-07,0.62,0.58,0
0.0311888,-0.000360232,0.0258156,-0.00241644,0.00701976,0.000381841,0,0,0.0488693,-0.0245341,0,0.00198558,0,0,0,0.0258208,-0.00242161,0.00701976,0.774742,0.0101396,0.0249023,4.26099e-07,0.64,0.58,0
0.0321738,-0.000459971,0.0262169,-0.00236463,0.00715568,0.000248568,0,0,0.0495591,-0.0247528,0,0.00129256,0,0,0,0.026219,-0.00236679,0.00715568,0.498241,0.010336,0.0252115,4.44898e-07,0.66,0.58,0
0.0331712,-0.000603226,0.0266478,-0.0019116,0.00742087,8.7838e-05,0,0,0.0499901,-0.0242644,0,0.000456758,0,0,0,0.0266481,-0.00191187,0.00742087,0.176218,0.010719,0.0252236,4.60105e-07,0.68,0.58,0
0.0341734,-0.000776407,0.027073,-0.00123864,0.00775032,9.37818e-07,0,0,0.0502391,-0.0233713,0,4.87666e-06,0,0,0,0.027073,-0.00123864,0.00775032,0.00189791,0.0111949,0.0250571,4.7151e-07,0.7,0.58,0
